rent,bed,bath,school,elemenatary_school,middle_school,high_school,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,area_Allston,area_Back Bay/ Beacon Hill,area_Central,area_Charlestown,area_Dorchester,area_East Boston,area_Fenway,area_Hyde Park,area_Jamaica Plain,area_Mattapan,area_Mission Hill,area_Roslindale,area_Roxbury,area_South Boston,area_South End,area_West Roxbury,property_type_apartment,property_type_condo,property_type_multifamily,property_type_singlefamily,property_type_townhouse,crime_High,crime_Highest,crime_Low,crime_Lowest,crime_Moderate,area
4800,3.0,1.0,3,1,1,1,21,2,0,0,1,0,0,1,1,1,635,60,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Fenway
2850,1.0,1.0,4,0,1,3,21,1,0,0,0,0,0,1,0,0,644,65,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
3095,3.0,1.0,30,10,10,10,23,4,1,0,1,1,1,0,0,0,366,43,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Mission Hill
2400,2.0,1.0,21,7,7,7,21,3,1,0,0,1,1,0,0,0,325,34,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Mission Hill
1000,1.0,0.0,20,6,7,7,23,0,0,0,0,0,0,0,0,0,398,46,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Mission Hill
3550,3.0,1.0,21,7,7,7,23,0,0,0,0,0,0,0,1,0,398,46,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Mission Hill
3900,3.0,2.0,22,8,7,7,23,0,0,0,0,0,0,0,1,0,394,45,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Mission Hill
900,5.0,2.0,28,10,9,9,23,2,1,0,1,0,0,0,1,1,326,45,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Mission Hill
3225,3.0,2.0,23,7,8,8,21,5,1,0,1,1,1,1,1,0,339,35,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Mission Hill
3000,4.0,1.5,17,9,4,4,53,1,1,0,0,0,0,0,1,0,299,64,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2800,3.0,1.0,14,8,3,3,53,1,0,0,0,0,0,1,0,0,260,61,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Roxbury
1900,1.0,1.0,15,5,5,5,53,3,1,0,0,1,1,0,0,0,340,50,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
4400,5.0,1.5,16,10,3,3,53,5,1,0,1,1,1,1,1,0,223,43,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
750,4.0,1.0,16,6,5,5,53,0,0,0,0,0,0,0,1,0,164,33,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2300,3.0,1.0,8,5,3,0,55,3,1,0,0,1,1,0,1,0,198,47,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2250,2.0,1.5,17,9,4,4,53,1,0,0,0,0,0,1,1,1,155,38,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
3700,5.0,2.5,15,7,4,4,53,5,1,0,1,1,1,1,1,0,289,59,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2696,3.0,1.0,21,11,5,5,53,2,1,1,0,0,0,0,1,0,178,42,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
3700,4.0,2.0,18,8,5,5,53,5,1,0,1,1,1,1,0,1,306,52,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2895,4.0,1.5,14,6,4,4,53,0,0,0,0,0,0,0,1,0,148,35,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Roxbury
3500,3.0,2.0,12,4,4,4,53,4,1,0,1,1,1,0,1,1,364,60,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2950,3.0,1.0,21,11,5,5,53,3,1,0,0,1,1,0,0,1,178,42,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2500,3.0,1.0,7,5,1,1,53,0,0,0,0,0,0,0,0,0,220,55,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Roxbury
2500,3.0,1.0,14,4,5,5,53,5,1,0,1,1,1,1,0,1,182,34,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
2600,2.0,1.0,16,6,5,5,53,2,0,0,1,0,0,1,0,1,231,39,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
4000,3.0,2.0,12,4,4,4,53,5,1,0,1,1,1,1,1,1,111,34,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
4400,5.0,1.5,16,10,3,3,53,5,1,0,1,1,1,1,0,0,223,43,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2495,2.0,1.0,21,7,7,7,53,5,1,0,1,1,1,1,1,1,317,41,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
3400,3.0,1.0,12,2,5,5,53,1,1,0,0,0,0,0,1,0,524,81,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Roxbury
3850,5.0,2.0,15,7,4,4,53,2,0,0,1,0,0,1,1,0,286,60,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2675,4.0,1.0,15,9,3,3,53,0,0,0,0,0,0,0,1,0,177,42,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2100,2.0,1.0,16,10,3,3,53,1,0,0,0,0,0,1,1,1,198,39,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2150,3.0,1.0,14,4,5,5,53,2,1,0,0,0,0,1,1,0,182,34,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
950,1.0,0.0,15,7,4,4,54,4,1,0,0,1,1,1,0,1,129,28,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
1695,1.0,1.0,7,5,2,0,53,3,0,1,1,0,0,1,1,1,339,61,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2450,3.0,2.0,16,6,5,5,53,3,1,0,0,1,1,0,1,1,114,33,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
2300,2.0,1.0,14,4,5,5,53,5,1,0,1,1,1,1,0,0,182,34,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
3000,3.0,1.0,12,2,5,5,53,0,0,0,0,0,0,0,1,0,524,81,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Roxbury
1900,2.0,1.0,15,5,5,5,53,1,1,0,0,0,0,0,1,0,231,39,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2995,3.0,1.5,12,6,3,3,53,2,0,0,1,0,0,1,1,1,295,60,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
750,1.0,0.0,14,4,5,5,53,3,1,0,0,1,1,0,1,1,386,50,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
3700,5.0,1.5,11,9,1,1,53,4,1,0,0,1,1,1,1,0,244,60,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
3000,3.0,1.0,12,2,5,5,53,4,1,0,0,1,1,1,0,1,524,81,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Roxbury
3000,3.0,1.0,12,2,5,5,53,2,1,1,0,0,0,0,1,1,524,81,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Roxbury
2450,2.0,1.0,16,6,5,5,53,3,1,0,0,1,1,0,1,0,231,39,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2450,3.0,1.0,5,4,1,0,53,1,0,0,0,0,0,1,1,0,126,27,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
3200,3.0,1.5,12,6,3,3,53,5,1,0,1,1,1,1,0,1,296,60,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2150,3.0,1.0,8,5,3,0,55,2,1,0,0,0,0,1,1,0,194,46,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2400,3.0,1.5,5,3,2,0,54,3,1,0,0,1,1,0,0,1,104,22,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Roxbury
2000,2.0,1.0,16,4,6,6,53,0,0,0,0,0,0,0,0,0,118,32,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
2200,3.0,1.0,17,5,6,6,53,3,1,0,1,0,0,1,1,0,164,38,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
4725,5.0,2.0,16,10,3,3,53,5,1,0,1,1,1,1,0,1,198,39,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Roxbury
2395,3.0,1.0,13,5,4,4,53,3,1,0,0,1,1,0,1,0,148,35,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Roxbury
4500,4.0,2.5,18,6,6,6,53,5,1,0,1,1,1,1,0,1,317,41,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2700,2.0,1.0,12,2,5,5,53,5,1,1,1,1,1,0,1,0,524,81,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Roxbury
750,1.0,0.0,14,4,5,5,53,3,1,0,0,1,1,0,0,0,386,50,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2850,3.0,2.0,16,10,3,3,53,0,0,0,0,0,0,0,1,0,151,39,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
3550,4.0,2.0,12,4,4,4,53,2,0,0,1,0,0,1,0,0,388,58,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Roxbury
950,1.0,0.0,15,7,4,4,54,4,1,0,0,1,1,1,0,1,129,28,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
2100,2.0,1.0,14,6,4,4,53,1,1,0,0,0,0,0,1,1,325,63,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Roxbury
2995,3.0,1.5,12,6,3,3,53,2,0,0,1,0,0,1,1,1,295,60,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2800,4.0,1.5,15,9,3,3,53,0,0,0,0,0,0,0,1,0,291,63,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2150,2.0,1.0,15,7,4,4,53,0,0,0,0,0,0,0,1,0,178,40,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
2300,2.0,1.0,14,4,5,5,53,0,0,0,0,0,0,0,1,0,157,32,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
2700,3.0,1.0,12,6,3,3,54,5,1,1,0,1,1,1,0,1,129,28,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Roxbury
2800,4.0,1.0,19,7,6,6,53,5,1,1,0,1,1,1,1,1,179,31,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Roxbury
750,1.0,0.0,19,11,4,4,53,1,0,0,0,0,0,1,1,0,187,54,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Roxbury
2800,3.0,1.0,14,6,4,4,54,5,1,0,1,1,1,1,1,0,133,29,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2000,1.0,1.0,7,3,2,2,54,3,1,0,0,1,1,0,0,0,64,17,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3400,4.0,2.0,4,2,1,1,55,1,0,0,1,0,0,0,0,0,157,30,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3300,4.0,2.0,13,5,4,4,55,1,1,0,0,0,0,0,1,1,169,33,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3200,4.0,2.5,17,5,6,6,54,6,1,1,1,1,1,1,1,1,132,27,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2100,2.0,1.0,14,6,4,4,54,3,1,0,0,1,1,0,1,1,135,33,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
750,4.0,1.0,19,7,6,6,63,2,0,0,1,0,0,1,1,0,153,33,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dorchester
800,1.0,2.0,13,5,4,4,63,4,1,1,0,1,1,0,1,0,156,35,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dorchester
775,1.0,0.0,13,5,4,4,55,0,0,0,0,0,0,0,0,0,179,37,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2300,3.0,1.0,13,5,4,4,54,1,1,0,0,0,0,0,1,0,155,35,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
4390,1.0,1.0,13,5,4,4,20,5,1,0,1,1,1,1,1,1,148,30,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2000,2.0,1.0,19,7,6,6,54,5,1,0,1,1,1,1,1,0,113,23,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2800,3.0,1.0,7,4,3,0,54,2,0,0,1,0,0,1,1,0,104,23,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2000,1.0,1.0,7,3,2,2,54,3,1,0,0,1,1,0,1,0,64,17,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
1800,2.0,1.0,12,6,3,3,63,0,0,0,0,0,0,0,0,0,152,33,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dorchester
2950,4.0,2.0,12,6,3,3,63,2,1,1,0,0,0,0,1,0,168,34,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
790,1.0,1.0,11,6,5,0,54,2,0,0,1,0,1,0,1,0,132,31,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Dorchester
2700,3.0,1.5,14,6,4,4,55,5,1,0,1,1,1,1,0,1,167,34,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2250,3.0,1.0,18,6,6,6,63,0,0,0,0,0,0,0,0,0,161,32,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2500,3.0,1.0,18,6,6,6,63,0,0,0,0,0,0,0,1,0,153,32,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
3200,4.0,2.0,14,6,4,4,63,3,1,0,0,1,1,0,1,0,171,35,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2500,3.0,1.0,18,6,6,6,63,2,0,1,0,0,0,1,1,0,150,32,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2400,2.0,1.0,10,5,5,0,63,1,1,0,0,0,0,0,1,1,104,23,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2200,2.0,1.0,7,4,3,0,54,2,0,0,1,0,0,1,1,0,104,23,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2500,2.0,2.0,18,6,6,6,63,4,1,1,0,1,1,0,1,0,112,24,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
1850,2.0,1.0,8,5,3,0,54,0,0,0,0,0,0,0,1,0,139,32,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
4500,5.0,2.0,17,7,5,5,55,3,1,0,0,1,1,0,1,0,167,36,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
1800,2.0,1.0,7,3,2,2,54,0,0,0,0,0,0,0,1,0,65,17,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
4400,4.0,2.0,10,4,3,3,55,2,1,1,0,0,0,0,1,0,169,41,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3200,4.0,2.0,14,6,4,4,63,3,1,0,0,1,1,0,1,0,171,35,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
900,1.0,0.0,7,3,2,2,54,5,1,0,1,1,1,1,1,1,104,24,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2800,3.0,1.0,11,5,3,3,55,0,0,0,0,0,0,0,0,0,162,28,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2800,4.0,1.5,11,5,3,3,55,4,1,0,1,1,1,0,0,0,167,36,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3250,4.0,1.0,14,6,4,4,63,1,1,0,0,0,0,0,1,1,166,33,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2990,4.0,1.0,20,8,6,6,55,1,1,0,0,0,0,0,1,0,176,33,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
1800,1.0,1.0,11,5,3,3,54,2,1,1,0,0,0,0,1,1,117,28,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3050,4.0,2.0,12,6,3,3,63,4,1,0,0,1,1,1,1,1,168,34,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2650,3.0,1.0,17,7,5,5,55,0,0,0,0,0,0,0,0,0,173,33,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
1850,2.0,1.0,8,5,3,0,54,0,0,0,0,0,0,0,1,0,139,32,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2400,3.0,1.0,11,6,5,0,54,1,1,0,0,0,0,0,1,1,104,23,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2500,3.0,1.0,16,6,5,5,54,1,0,0,0,0,0,1,0,1,157,37,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
3000,3.0,1.0,15,7,4,4,54,1,1,0,0,0,0,0,1,1,133,29,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
900,1.0,0.0,12,6,3,3,63,4,1,0,0,1,1,1,1,1,168,34,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2500,3.0,1.0,7,3,2,2,54,5,1,0,1,1,1,1,1,0,104,24,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2650,3.0,1.0,17,7,5,5,55,0,0,0,0,0,0,0,0,0,173,33,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
3000,4.0,1.5,7,5,2,0,55,2,0,0,1,0,0,1,0,0,187,44,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2400,2.0,1.0,10,5,5,0,63,2,0,0,1,0,0,1,1,0,104,23,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2000,1.0,1.0,7,3,2,2,54,3,1,0,0,1,1,0,1,0,64,17,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3200,5.0,2.0,13,5,4,4,55,3,1,0,0,1,1,0,1,0,172,38,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
4500,5.0,2.0,11,5,3,3,55,0,0,0,0,0,0,0,1,0,158,33,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
2100,2.0,1.0,14,6,4,4,54,3,1,0,0,1,1,0,1,1,135,33,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2200,2.0,1.0,15,5,5,5,63,1,0,0,0,0,0,1,1,1,141,30,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2670,4.0,1.0,14,4,5,5,63,5,1,0,1,1,1,1,0,1,118,29,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2300,3.0,1.0,16,6,5,5,55,0,0,0,0,0,0,0,1,0,171,32,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dorchester
2350,2.0,1.0,8,4,2,2,55,1,1,0,0,0,0,0,1,1,159,39,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3600,4.0,2.0,4,2,1,1,55,1,0,0,1,0,0,0,0,0,157,30,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
3990,1.0,1.0,13,5,4,4,20,5,1,0,1,1,1,1,1,0,148,30,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
3700,4.0,1.0,18,8,5,5,55,5,1,0,1,1,1,1,0,0,174,38,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
950,1.0,1.0,11,5,3,3,54,2,0,0,1,1,0,0,1,0,139,36,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2900,4.0,1.0,14,4,5,5,63,5,1,0,1,1,1,1,0,1,118,29,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2495,3.0,1.0,13,5,4,4,55,1,1,0,0,0,0,0,1,0,173,38,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Dorchester
900,1.0,0.0,7,3,2,2,54,5,1,0,1,1,1,1,1,1,104,24,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dorchester
2700,3.0,1.0,11,5,3,3,54,0,0,0,0,0,0,0,0,0,154,34,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dorchester
2500,3.0,1.0,11,5,3,3,54,5,1,0,1,1,1,1,1,0,124,29,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
2100,2.0,1.0,11,6,5,0,63,1,1,0,0,0,0,0,1,1,105,23,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Dorchester
900,1.0,1.0,11,5,3,3,54,1,0,0,1,0,0,0,1,0,139,36,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Dorchester
