rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundary,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
3055,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,4,0,0,1,1,1,1,0,0,644,65,220,https://www.trulia.com/p/ma/boston/16-westland-ave-57-boston-ma-02115--2171809753
3055,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220,https://www.trulia.com/p/ma/boston/16-westland-ave-28-boston-ma-02115--2172410337
3000,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220,https://www.trulia.com/p/ma/boston/32-westland-ave-18-boston-ma-02115--2171807495
3100,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Lowest,21,2,0,0,0,1,1,0,0,0,599,58,183,https://www.trulia.com/p/ma/boston/80-fenway-12-boston-ma-02115--2171809588
3000,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,2,0,0,0,1,1,0,1,0,644,65,220,https://www.trulia.com/p/ma/boston/16-westland-ave-5-boston-ma-02115--2171809325
3055,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,1,0,0,0,0,0,1,1,0,644,65,220,https://www.trulia.com/p/ma/boston/16-westland-ave-47-boston-ma-02115--2171809749
2650,South Boston,multifamily,3.0,1.0,8,4,4,0,Low,53,1,0,0,1,0,0,0,1,0,268,56,84,https://www.trulia.com/p/ma/south-boston/16-leeds-st-2-south-boston-ma-02127--2171576044
2650,South Boston,multifamily,3.0,1.0,8,4,4,0,Low,53,1,0,0,1,0,0,0,0,0,268,56,84,https://www.trulia.com/p/ma/boston/16-leeds-st-3-boston-ma-02127--2178366896
3000,South Boston,multifamily,3.0,1.0,8,4,4,0,Lowest,53,0,0,0,0,0,0,0,1,0,266,57,86,https://www.trulia.com/p/ma/boston/5-ellery-st-2-boston-ma-02127--2001519497
3000,South Boston,multifamily,3.0,1.0,14,6,4,4,Lowest,53,2,0,0,0,1,1,0,0,0,104,18,43,https://www.trulia.com/p/ma/boston/213-m-st-1-boston-ma-02127--2196767869
3000,South Boston,multifamily,3.0,1.0,8,4,4,0,Lowest,53,0,0,0,0,0,0,0,1,0,266,57,86,https://www.trulia.com/p/ma/boston/5-ellery-st-3-boston-ma-02127--2001519499
3000,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,1,0,0,1,0,0,0,0,0,278,56,90,https://www.trulia.com/p/ma/boston/66-middle-st-2-boston-ma-02127--2181757030
3150,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,1,0,0,1,0,0,0,0,0,244,53,86,https://www.trulia.com/p/ma/boston/222-w-9th-st-2-boston-ma-02127--2179207361
2499,Allston/ Brighton,multifamily,3.0,1.0,23,7,8,8,Moderate,53,4,0,0,1,1,1,1,1,0,313,34,71,https://www.trulia.com/p/ma/boston/7-linden-st-2-boston-ma-02127--2174305562
3500,South Boston,multifamily,4.0,2.0,19,7,6,6,Lowest,53,2,0,0,0,1,1,0,0,0,215,54,74,https://www.trulia.com/p/ma/boston/59-linden-st-1-boston-ma-02127--2322657034
2250,South Boston,multifamily,2.0,1.0,18,6,6,6,Lowest,53,0,0,0,0,0,0,0,0,0,224,51,73,https://www.trulia.com/p/ma/boston/16-mitchell-st-1-boston-ma-02127--2172406926
2250,South Boston,multifamily,2.0,1.0,18,6,6,6,Low,53,1,0,0,0,0,0,1,1,1,234,53,83,https://www.trulia.com/p/ma/boston/218-w-8th-st-1-boston-ma-02127--2173252589
2350,South Boston,multifamily,2.0,1.0,8,4,4,0,Low,53,1,0,0,1,0,0,0,1,0,268,56,84,https://www.trulia.com/p/ma/boston/16-leeds-st-1-boston-ma-02127--2172628250
2400,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,2,0,0,1,0,0,1,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-b3-boston-ma-02127--2171823096
2300,South Boston,multifamily,2.0,1.0,13,5,4,4,Moderate,53,2,0,0,0,1,1,0,1,1,242,50,73,https://www.trulia.com/p/ma/boston/11-carpenter-st-3-boston-ma-02127--2171577733
2400,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,3,0,0,1,1,1,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c7-boston-ma-02127--2172410538
2400,South Boston,multifamily,2.0,1.0,18,6,6,6,Lowest,53,2,0,0,0,1,1,0,1,0,224,51,73,https://www.trulia.com/p/ma/boston/16-mitchell-st-2-boston-ma-02127--2173906885
2400,South Boston,multifamily,2.0,1.0,18,6,6,6,Lowest,53,0,0,0,0,0,0,0,0,0,244,53,86,https://www.trulia.com/p/ma/boston/222-w-9th-st-1-boston-ma-02127--2173960939
2550,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,4,0,0,1,1,1,1,1,1,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c3-boston-ma-02127--2171826193
2500,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,2,0,0,1,0,0,1,1,0,416,76,141,https://www.trulia.com/p/ma/boston/130-w-8th-st-2-boston-ma-02127--2362249785
2550,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,0,0,0,0,0,0,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c5-boston-ma-02127--2175446789
2425,South Boston,multifamily,2.0,1.0,13,5,4,4,Moderate,53,3,0,0,1,1,1,0,0,1,230,48,71,https://www.trulia.com/p/ma/boston/44-ward-st-2-boston-ma-02127--2001518322
2500,South Boston,multifamily,2.0,1.0,16,6,5,5,Lowest,53,1,0,0,1,0,0,0,0,0,364,75,116,https://www.trulia.com/p/ma/boston/163-f-st-1-boston-ma-02127--2175456466
2550,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,3,0,0,1,1,1,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c4-boston-ma-02127--2180469583
2500,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,3,0,0,1,1,1,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c8-boston-ma-02127--2171827205
2250,South Boston,multifamily,2.0,1.0,6,3,3,0,High,53,3,0,0,0,1,1,1,1,1,768,105,277,https://www.trulia.com/p/ma/boston/142-w-4th-st-3-boston-ma-02127--2363080822
3200,South Boston,multifamily,4.0,2.0,19,7,6,6,Lowest,53,4,0,0,1,1,1,1,0,0,215,54,74,https://www.trulia.com/p/ma/boston/59-linden-st-2-boston-ma-02127--2400337033
3200,South Boston,multifamily,4.0,2.0,19,7,6,6,Lowest,53,2,0,0,0,1,1,0,0,0,215,54,74,https://www.trulia.com/p/ma/boston/59-linden-st-3-boston-ma-02127--2398924286
4100,South Boston,multifamily,4.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,110,24,48,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2408999275
4100,South Boston,multifamily,4.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,110,24,48,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2088324773
3400,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,4,0,0,1,1,1,1,0,1,372,75,115,https://www.trulia.com/p/ma/boston/99-f-st-3-boston-ma-02127--2185963454
3500,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,4,0,0,1,1,1,1,0,1,372,75,115,https://www.trulia.com/p/ma/boston/99-f-st-3-boston-ma-02127--2185963454
4500,South Boston,multifamily,4.0,1.0,12,4,4,4,Lowest,53,4,0,0,1,1,1,1,1,0,409,76,129,https://www.trulia.com/p/ma/south-boston/228-w-5th-st-2-south-boston-ma-02127--2088321425
1750,South Boston,multifamily,1.0,1.0,12,4,4,4,Lowest,53,3,0,0,1,1,1,0,1,0,523,87,184,https://www.trulia.com/p/ma/boston/315-w-4th-st-2-boston-ma-02127--2088321846
4100,South Boston,multifamily,4.0,2.0,7,3,4,0,Lowest,53,4,0,0,1,1,1,1,0,1,589,86,217,https://www.trulia.com/p/ma/boston/292-d-st-2-boston-ma-02127--2001516334
2600,South Boston,multifamily,2.0,1.0,18,6,6,6,Lowest,53,4,0,0,1,1,1,1,0,1,244,53,86,https://www.trulia.com/p/ma/boston/12-mitchell-st-2-boston-ma-02127--2171575940
2700,South Boston,multifamily,2.0,1.0,13,5,4,4,Moderate,53,4,0,0,1,1,1,1,1,1,242,50,73,https://www.trulia.com/p/ma/south-boston/16-carpenter-st-1-south-boston-ma-02127--2171576972
3200,South Boston,multifamily,4.0,2.0,19,7,6,6,Lowest,53,2,0,0,0,1,1,0,0,0,215,54,74,https://www.trulia.com/p/ma/boston/59-linden-st-1-boston-ma-02127--2322657034
1875,South Boston,multifamily,1.0,1.0,15,5,5,5,Moderate,53,2,0,0,0,1,1,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-a4-boston-ma-02127--2172410531
3500,South Boston,multifamily,3.0,1.0,11,5,3,3,Lowest,53,4,0,0,1,1,1,1,1,1,99,20,45,https://www.trulia.com/p/ma/south-boston/161-n-st-3-south-boston-ma-02127--2317811664
4700,South Boston,multifamily,4.0,2.0,13,5,4,4,Moderate,53,3,0,0,1,1,1,0,1,1,236,48,75,https://www.trulia.com/p/ma/boston/32-ward-st-2-boston-ma-02127--2352813504
4700,South Boston,multifamily,4.0,2.0,13,5,4,4,Moderate,53,2,0,0,1,0,0,1,0,0,236,48,75,https://www.trulia.com/p/ma/boston/32-ward-st-1-boston-ma-02127--2324476130
3825,Allston/ Brighton,multifamily,5.0,2.0,23,7,8,8,Moderate,53,3,0,0,1,1,1,0,1,0,313,34,71,https://www.trulia.com/p/ma/boston/7-linden-st-1-boston-ma-02127--2174305566
2425,South Boston,multifamily,2.0,1.0,13,5,4,4,Moderate,53,1,0,0,1,0,0,0,1,1,230,48,71,https://www.trulia.com/p/ma/boston/44-46-ward-st-2-boston-ma-02127--2171825578
2550,South Boston,multifamily,2.0,1.0,13,5,4,4,Moderate,53,1,0,0,1,0,0,0,1,1,230,48,71,https://www.trulia.com/p/ma/boston/44-46-ward-st-1-boston-ma-02127--2171825856
3300,South Boston,multifamily,3.0,2.0,15,5,5,5,Low,53,3,0,0,1,1,1,0,1,1,259,55,86,https://www.trulia.com/p/ma/boston/5-glover-ct-1-boston-ma-02127--2001519508
1925,South Boston,multifamily,1.0,1.0,15,5,5,5,Moderate,53,3,0,0,1,1,1,0,1,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-a7-boston-ma-02127--2180469545
1975,South Boston,multifamily,1.0,1.0,15,5,5,5,Moderate,53,4,0,0,1,1,1,1,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-b1-boston-ma-02127--2171826947
4500,South Boston,multifamily,4.0,2.0,15,5,5,5,Lowest,53,4,0,0,1,1,1,1,1,0,416,76,141,https://www.trulia.com/p/ma/boston/130-w-8th-st-1-boston-ma-02127--2171827912
3550,South Boston,multifamily,4.0,2.0,12,4,4,4,Lowest,53,4,0,0,1,1,1,1,0,0,490,84,175,https://www.trulia.com/p/ma/boston/178-bowen-st-b-boston-ma-02127--2452615879
2900,South Boston,multifamily,2.0,1.0,15,5,5,5,Low,53,0,0,0,0,0,0,0,0,0,421,80,140,https://www.trulia.com/p/ma/boston/377-west-broadway-3-boston-ma-02127--2297481498
3000,South Boston,multifamily,2.0,1.0,21,7,7,7,Moderate,53,2,0,0,1,0,0,1,0,0,229,58,83,https://www.trulia.com/p/ma/boston/37-telegraph-st-3-boston-ma-02127--2239282268
2950,South Boston,multifamily,2.0,1.0,15,5,5,5,Low,53,2,0,0,1,0,0,1,1,1,421,80,140,https://www.trulia.com/p/ma/boston/377-west-broadway-23-boston-ma-02127--2303741978
2900,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,3,0,0,1,1,1,0,0,1,456,81,162,https://www.trulia.com/p/ma/boston/370-w-4th-st-1-boston-ma-02127--2172659261
2850,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,0,0,0,0,0,0,0,1,0,454,81,166,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2403423415
4500,South Boston,multifamily,4.0,2.0,7,3,2,2,Lowest,53,0,0,0,0,0,0,0,1,0,152,35,56,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2408999271
1150,South Boston,apartment,1.0,1.0,15,5,5,5,Lowest,53,2,0,0,1,1,0,0,1,0,236,50,74,https://www.trulia.com/rental/9001707659-Apartment-South-Boston-MA-02127
3800,South Boston,multifamily,3.0,1.0,10,4,3,3,Lowest,53,5,0,1,1,1,1,1,1,0,106,22,46,https://www.trulia.com/p/ma/boston/861-east-broadway-a-boston-ma-02127--2001520708
1800,South Boston,multifamily,1.0,1.0,12,4,4,4,Lowest,53,3,0,0,1,1,1,0,1,0,523,87,184,https://www.trulia.com/p/ma/boston/315-w-4th-st-2-boston-ma-02127--2088321846
4200,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,4,0,0,1,1,1,1,1,1,239,51,78,https://www.trulia.com/p/ma/boston/287-dorchester-st-2-boston-ma-02127--2198127723
3750,South Boston,multifamily,3.0,1.0,10,4,3,3,Lowest,53,4,0,0,1,1,1,1,1,1,129,25,53,https://www.trulia.com/p/ma/boston/857-e-1st-st-2-boston-ma-02127--2171825406
3750,South Boston,multifamily,3.0,1.0,10,4,3,3,Lowest,53,3,0,0,1,1,1,0,1,0,129,25,53,https://www.trulia.com/p/ma/boston/861-e-1st-st-3-boston-ma-02127--2173933881
3750,South Boston,multifamily,3.0,1.0,15,5,5,5,Lowest,53,4,0,0,1,1,1,1,1,0,372,75,115,https://www.trulia.com/p/ma/boston/114-f-st-2-boston-ma-02127--2171576747
3600,South Boston,multifamily,3.0,1.0,19,7,6,6,Low,53,2,0,0,1,0,0,1,0,0,286,68,100,https://www.trulia.com/p/ma/boston/266-gold-st-1-boston-ma-02127--2171576512
3290,South Boston,multifamily,1.0,1.0,4,2,2,0,Lowest,53,4,0,0,1,1,1,1,1,0,670,89,261,https://www.trulia.com/p/ma/boston/307-c-st-153-boston-ma-02127--2463151897
5000,South Boston,multifamily,4.0,1.5,7,3,2,2,Lowest,53,0,0,0,0,0,0,0,1,0,146,33,55,https://www.trulia.com/p/ma/boston/542-e-8th-st-3-boston-ma-02127--2088323482
7500,South Boston,multifamily,4.0,2.0,11,5,3,3,Lowest,53,1,0,0,1,0,0,0,0,0,160,29,62,https://www.trulia.com/p/ma/boston/721-e-2nd-st-boston-ma-02127--2088324626
3300,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,4,0,0,1,1,1,1,1,1,484,83,175,https://www.trulia.com/p/ma/south-boston/316-e-st-1-south-boston-ma-02127--2394480537
5600,South Boston,multifamily,4.0,2.5,15,5,5,5,Lowest,53,0,0,0,0,0,0,0,0,0,236,50,74,https://www.trulia.com/p/ma/boston/321-dorchester-st-1-boston-ma-02127--2122811418
2850,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,2,0,0,0,1,1,0,1,1,454,81,166,https://www.trulia.com/p/ma/boston/126-tudor-st-a-boston-ma-02127--2001512139
3100,South Boston,multifamily,2.0,1.0,15,5,5,5,Low,53,4,0,0,1,1,1,1,0,0,421,80,140,https://www.trulia.com/p/ma/boston/395-west-broadway-2e-boston-ma-02127--2171827991
5000,South Boston,multifamily,4.0,1.5,7,3,2,2,Lowest,53,0,0,0,0,0,0,0,1,0,146,33,55,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2088323484
4200,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,0,0,0,0,0,0,0,1,0,239,51,78,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2198127924
3150,South Boston,multifamily,2.0,1.0,19,7,6,6,Low,53,2,0,0,0,1,1,0,0,1,192,48,68,https://www.trulia.com/p/ma/south-boston/87-old-harbor-st-south-boston-ma-02127--1001442709
3300,South Boston,multifamily,3.0,3.0,13,5,4,4,Moderate,53,2,0,0,0,1,1,0,1,0,230,48,71,https://www.trulia.com/p/ma/boston/65-preble-st-1-boston-ma-02127--2171575846
3250,South Boston,multifamily,2.0,1.0,13,5,4,4,Lowest,53,0,0,0,0,0,0,0,1,0,247,51,89,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2465244284
3500,South Boston,multifamily,2.0,1.0,15,5,5,5,Low,53,4,0,0,1,1,1,1,0,0,421,80,140,https://www.trulia.com/p/ma/boston/395-west-broadway-4f-boston-ma-02127--2171825975
2300,South Boston,multifamily,1.0,1.0,18,6,6,6,Lowest,53,2,0,0,0,1,1,0,1,1,239,51,78,https://www.trulia.com/p/ma/boston/287-dorchester-st-b-boston-ma-02127--2001516238
2350,South Boston,multifamily,1.0,1.0,13,5,4,4,Lowest,53,2,0,0,1,0,0,1,1,0,218,47,83,https://www.trulia.com/p/ma/boston/538-east-broadway-4-boston-ma-02127--2171807705
1895,South Boston,multifamily,1.0,1.0,19,7,6,6,Lowest,53,0,0,0,0,0,0,0,0,0,215,54,74,https://www.trulia.com/p/ma/boston/1-linden-st-2b-boston-ma-02127--2391829077
3100,South Boston,multifamily,2.0,1.0,15,5,5,5,Low,53,0,0,0,0,0,0,0,1,0,421,80,140,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2174275171
3490,South Boston,multifamily,1.0,1.0,4,2,2,0,Lowest,53,4,0,0,1,1,1,1,1,0,670,89,261,https://www.trulia.com/p/ma/boston/307-c-st-134-boston-ma-02127--2463152017
4600,South Boston,multifamily,3.0,2.5,18,6,6,6,Low,53,4,0,0,1,1,1,1,0,0,310,65,106,https://www.trulia.com/p/ma/boston/17-grimes-st-boston-ma-02127--1047698039
4300,South Boston,multifamily,3.0,2.5,12,4,4,4,Lowest,53,3,0,1,0,1,1,0,1,0,454,81,166,https://www.trulia.com/p/ma/boston/149-w-6th-st-149-boston-ma-02127--2474533633
2250,South Boston,apartment,1.0,1.0,13,5,4,4,Lowest,53,2,0,0,1,0,0,1,1,0,218,47,83,https://www.trulia.com/c/ma/boston/538-e-broadway-538-e-broadway-boston-ma-02127--2392853018
3250,South Boston,multifamily,2.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,1,223,44,86,https://www.trulia.com/p/ma/boston/516-e-2nd-st-218-boston-ma-02127--2442696629
3800,South Boston,multifamily,3.0,1.5,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,118,24,49,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2355324516
2500,South Boston,multifamily,1.0,1.0,18,6,6,6,Lowest,53,2,0,0,0,1,1,0,1,1,239,51,78,https://www.trulia.com/p/ma/boston/287-dorchester-st-b-boston-ma-02127--2001516238
4200,South Boston,multifamily,3.0,2.5,14,4,5,5,Low,53,0,0,0,0,0,0,0,1,0,506,85,190,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2175490828
5000,South Boston,multifamily,3.0,2.5,12,4,4,4,Lowest,53,0,0,0,0,0,0,0,1,0,501,85,180,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2346894797
3600,South Boston,multifamily,2.0,2.0,11,5,3,3,Lowest,53,4,0,0,1,1,1,1,1,1,154,26,62,https://www.trulia.com/p/ma/boston/714-e-4th-st-3-boston-ma-02127--2088324588
3000,South Boston,multifamily,2.0,2.0,15,5,5,5,Low,53,3,0,1,1,0,0,1,1,1,421,80,140,https://www.trulia.com/p/ma/boston/377-west-broadway-32-boston-ma-02127--2171827680
3500,South Boston,multifamily,2.0,2.0,15,5,5,5,Lowest,53,3,0,0,1,1,1,0,1,1,409,76,129,https://www.trulia.com/p/ma/boston/236-w-5th-st-1-boston-ma-02127--2172036686
3685,South Boston,multifamily,2.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,243,46,98,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2287952237
2600,South Boston,multifamily,1.0,1.0,14,6,4,4,Lowest,53,3,0,1,1,0,0,1,0,1,115,22,48,https://www.trulia.com/p/ma/south-boston/137-m-st-south-boston-ma-02127--1082733437
2900,South Boston,multifamily,1.0,1.0,7,4,3,0,Moderate,53,0,0,0,0,0,0,0,0,1,260,54,78,https://www.trulia.com/p/ma/boston/19-boston-st-1-boston-ma-02127--2001514735
4000,South Boston,multifamily,2.0,2.0,11,5,3,3,Lowest,53,1,0,1,0,0,0,0,1,0,116,23,50,https://www.trulia.com/p/ma/boston/174-l-st-boston-ma-02127--1136575280
4200,South Boston,multifamily,2.0,2.0,12,4,4,4,Low,53,4,0,0,1,1,1,1,0,0,235,49,71,https://www.trulia.com/p/ma/boston/9-ward-st-1-boston-ma-02127--2348918702
3685,South Boston,multifamily,2.0,2.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,243,46,98,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2282947492
2570,South Boston,multifamily,1.0,1.0,11,5,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,112,17,41,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2409090155
3550,South Boston,apartment,3.0,1.5,7,3,2,2,Lowest,53,2,0,0,1,0,0,1,1,1,142,32,53,https://www.trulia.com/c/ma/boston/carson-tower-1410-columbia-rd-boston-ma-02127--2001512729
3600,South Boston,condo,2.0,2.0,15,5,5,5,Low,53,3,0,0,1,1,1,0,1,1,429,81,147,https://www.trulia.com/p/ma/boston/192-w-6th-st-2-boston-ma-02127--2088321150
2500,South Boston,multifamily,1.0,1.0,18,6,6,6,Lowest,53,0,0,0,0,0,0,0,1,0,303,70,98,https://www.trulia.com/p/ma/boston/253-gold-st-boston-ma-02127--1005367201
3398,South Boston,multifamily,1.0,1.0,5,3,2,0,Moderate,53,0,0,0,0,0,0,0,1,0,826,107,310,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2419301989
4325,South Boston,multifamily,2.0,2.0,9,4,5,0,Lowest,53,0,0,0,0,0,0,0,1,0,553,86,209,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2459445913
3475,South Boston,multifamily,1.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,243,46,98,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2287952231
3585,South Boston,multifamily,2.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,243,46,98,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2088323240
3400,South Boston,multifamily,2.0,2.0,15,5,5,5,Low,53,2,0,0,0,1,1,0,0,0,421,80,140,https://www.trulia.com/p/ma/boston/387-west-broadway-6-boston-ma-02127--2282933636
3550,South Boston,multifamily,2.0,1.0,10,4,3,3,Lowest,53,2,0,1,1,0,0,0,1,1,243,46,98,https://www.trulia.com/p/ma/boston/455-e-1st-st-106-boston-ma-02127--2287952224
3685,South Boston,multifamily,2.0,2.0,10,4,3,3,Lowest,53,2,0,0,0,1,1,0,1,1,243,46,98,https://www.trulia.com/p/ma/boston/455-e-1st-st-304-boston-ma-02127--2282950684
2500,South End,multifamily,3.0,1.0,14,4,5,5,Highest,32,2,0,0,0,1,1,0,1,0,522,84,169,https://www.trulia.com/p/ma/boston/871-harrison-ave-3-boston-ma-02118--2001453998
2600,South End,multifamily,3.0,1.0,14,4,5,5,Highest,32,2,0,0,0,1,1,0,0,0,522,84,169,https://www.trulia.com/p/ma/boston/871-harrison-ave-2-boston-ma-02118--2001453996
2550,South End,multifamily,3.0,1.0,14,4,5,5,Highest,32,2,0,0,0,1,1,0,0,0,522,84,169,https://www.trulia.com/p/ma/boston/871-harrison-ave-2-boston-ma-02118--2001453996
1800,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,2,0,0,0,1,1,0,0,0,566,84,203,https://www.trulia.com/p/ma/boston/679-massachusetts-ave-4-boston-ma-02118--2328717668
3000,South End,multifamily,3.0,1.0,13,3,5,5,Moderate,32,0,0,0,0,0,0,0,1,0,575,83,188,https://www.trulia.com/p/ma/boston/618-shawmut-ave-2-boston-ma-02118--2333923550
3300,South End,multifamily,3.0,1.0,14,4,5,5,Highest,32,3,0,0,0,1,1,1,1,1,522,84,169,https://www.trulia.com/p/ma/boston/871-harrison-ave-1-boston-ma-02118--2001453994
1950,South End,multifamily,1.0,1.0,12,4,4,4,High,32,2,0,0,0,1,1,0,1,0,589,93,199,https://www.trulia.com/p/ma/boston/32-worcester-sq-4-boston-ma-02118--2173291824
3400,South End,multifamily,3.0,1.0,13,3,5,5,Moderate,32,0,0,0,0,0,0,0,1,0,561,87,185,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02118--2332017314
1750,South End,multifamily,1.0,1.0,10,2,4,4,Low,32,0,0,0,0,0,0,0,1,0,619,87,229,https://www.trulia.com/p/ma/boston/471-massachusetts-ave-62-boston-ma-02118--2172189807
3750,Back Bay,multifamily,3.0,1.0,8,2,3,3,High,32,3,0,1,1,0,0,1,1,0,617,83,229,https://www.trulia.com/p/ma/boston/565-columbus-ave-3a-boston-ma-02118--2174268828
2000,South End,multifamily,1.0,1.0,9,3,3,3,Low,32,2,0,1,0,0,0,1,1,0,647,87,233,https://www.trulia.com/p/ma/boston/550-columbus-ave-4-boston-ma-02118--2172822114
2700,South End,multifamily,2.0,1.0,12,4,4,4,Highest,32,2,0,0,1,0,0,1,1,0,576,87,202,https://www.trulia.com/p/ma/boston/23-worcester-sq-5-boston-ma-02118--2172724085
2700,South End,multifamily,2.0,1.0,12,4,4,4,High,32,0,0,0,0,0,0,0,1,0,589,93,199,https://www.trulia.com/p/ma/boston/38-worcester-sq-3-boston-ma-02118--2175690397
2000,South End,multifamily,1.0,1.0,11,3,4,4,Moderate,32,2,0,0,1,0,0,1,1,0,643,94,213,https://www.trulia.com/p/ma/boston/100-w-springfield-st-2-boston-ma-02118--2171577003
2800,South End,multifamily,2.0,1.0,12,4,4,4,Lowest,32,2,0,0,1,0,0,1,0,0,891,121,300,https://www.trulia.com/p/ma/boston/38-bradford-st-1-boston-ma-02118--2171568968
3800,South End,multifamily,3.0,1.0,12,4,4,4,Low,32,0,0,0,0,0,0,0,0,0,891,121,300,https://www.trulia.com/p/ma/boston/38-bradford-st-2-boston-ma-02118--2171569040
4700,South End,multifamily,4.0,1.0,10,2,4,4,Low,32,4,0,0,1,1,1,1,1,0,605,84,226,https://www.trulia.com/p/ma/boston/588-columbus-ave-4-boston-ma-02118--2172589081
2900,South End,multifamily,2.0,1.0,12,4,4,4,Lowest,32,2,0,0,1,0,0,1,0,0,891,121,300,https://www.trulia.com/p/ma/boston/38-bradford-st-1-boston-ma-02118--2171568968
2900,South End,multifamily,2.0,1.0,12,4,4,4,Lowest,32,0,0,0,0,0,0,0,1,0,891,121,300,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02118--2171569040
4200,South End,multifamily,3.0,1.0,14,4,5,5,Moderate,32,3,0,0,1,1,1,0,0,0,576,84,203,https://www.trulia.com/p/ma/boston/1750-washington-st-8-boston-ma-02118--2171568511
3800,South End,multifamily,3.0,1.0,12,4,4,4,Lowest,32,0,0,0,0,0,0,0,1,0,891,121,300,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02118--2174241888
