rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundary,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
2900,Central,multifamily,3.0,1.0,4,2,2,0,Lowest,25,2,0,0,0,1,1,0,1,0,840,103,288,https://www.trulia.com/p/ma/boston/24-hanover-ave-1a-boston-ma-02109--2001398944
2800,Central,multifamily,2.0,1.0,5,3,2,0,Low,25,0,0,0,0,0,0,0,1,0,886,111,318,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02109--2477612281
3200,Central,multifamily,3.0,1.0,8,2,3,3,Lowest,25,0,0,0,0,0,0,0,1,0,840,102,288,https://www.trulia.com/p/ma/boston/12-foster-st-8-boston-ma-02109--2172035538
2100,Central,multifamily,1.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,851,107,299,https://www.trulia.com/p/ma/boston/340-north-st-6-boston-ma-02109--2001399474
1795,Central,multifamily,1.0,1.0,6,4,1,1,High,18,3,0,0,0,1,1,1,0,0,1075,132,417,https://www.trulia.com/p/ma/boston/649-washington-st-1-boston-ma-02111--2345619972
3200,Central,multifamily,2.0,1.0,5,4,0,1,High,18,3,0,0,1,1,1,0,1,0,1011,129,397,https://www.trulia.com/p/ma/boston/42-chauncy-st-4b-boston-ma-02111--2191028037
2100,Central,multifamily,1.0,1.0,6,4,1,1,Highest,18,4,0,0,1,1,1,1,1,1,1090,133,415,https://www.trulia.com/p/ma/boston/549-washington-st-1-boston-ma-02111--2410791190
2000,Central,multifamily,1.0,1.0,4,3,0,1,Highest,18,1,0,0,0,0,0,1,1,0,1064,127,405,https://www.trulia.com/p/ma/boston/29-temple-pl-501-boston-ma-02111--2179766622
1995,Central,multifamily,1.0,1.0,3,1,1,1,Low,18,2,0,1,1,0,0,0,1,0,1088,148,419,https://www.trulia.com/p/ma/boston/99-hudson-st-boston-ma-02111--1001468556
2500,Central,multifamily,1.0,1.0,8,6,1,1,Highest,18,3,0,0,1,1,1,0,1,0,1096,133,415,https://www.trulia.com/p/ma/boston/170-tremont-st-806-boston-ma-02111--2001404788
3400,Allston/ Brighton,multifamily,4.0,1.5,7,3,2,2,Lowest,18,4,0,0,1,1,1,1,0,1,117,9,17,https://www.trulia.com/p/ma/boston/656-washington-st-1-boston-ma-02111--2173906285
3400,Allston/ Brighton,multifamily,3.0,1.5,7,3,2,2,Lowest,18,0,0,0,0,0,0,0,0,0,117,9,17,https://www.trulia.com/p/ma/boston/656-washington-st-boston-ma-02111--1001591719
3545,Allston/ Brighton,multifamily,3.0,2.0,12,4,4,4,Lowest,18,4,0,0,1,1,1,1,1,0,118,21,20,https://www.trulia.com/p/ma/boston/31-south-st-b4-boston-ma-02111--2172409255
3990,Central,multifamily,2.0,2.0,3,1,1,1,Low,18,4,0,0,1,1,1,1,1,0,1090,136,421,https://www.trulia.com/p/ma/boston/25-bennet-st-406-boston-ma-02111--2459506411
5400,Central,multifamily,2.0,2.0,6,4,1,1,Highest,18,4,0,0,1,1,1,1,1,0,1093,136,416,https://www.trulia.com/p/ma/boston/3-avery-st-806-boston-ma-02111--2001406010
7500,Central,multifamily,2.0,2.5,8,6,1,1,Highest,18,2,0,0,1,0,0,1,1,0,1090,133,415,https://www.trulia.com/p/ma/boston/151-tremont-st-9f-boston-ma-02111--2001404495
4350,Central,multifamily,2.0,2.0,8,6,1,1,Highest,18,3,0,0,1,1,1,0,1,1,1074,126,407,https://www.trulia.com/p/ma/boston/150-tremont-st-504-boston-ma-02111--2479513189
4771,Central,apartment,3.0,3.0,4,2,1,1,High,18,5,0,1,1,1,1,1,1,1,1061,135,414,https://www.trulia.com/c/ma/boston/660-washington-660-washington-st-boston-ma-02111--2001406620
3500,Central,multifamily,1.0,1.0,6,4,1,1,Highest,18,1,0,1,0,0,0,0,1,0,1093,136,416,https://www.trulia.com/p/ma/boston/3-avery-st-602-boston-ma-02111--2001405988
2612,Central,apartment,2.0,1.0,4,2,1,1,High,18,1,0,1,0,0,0,0,0,1,1028,133,400,https://www.trulia.com/c/ma/boston/essex-apartments-81-81-essex-st-boston-ma-02111--1150892730
4623,Central,apartment,2.0,2.0,6,4,1,1,High,18,5,0,1,1,1,1,1,1,1,1075,132,417,https://www.trulia.com/c/ma/boston/the-kensington-665-washington-st-boston-ma-02111--2001406661
7902,Central,apartment,3.0,2.0,2,1,0,1,Low,18,5,0,1,1,1,1,1,0,1,1068,136,414,https://www.trulia.com/c/ma/boston/one-greenway-99-kneeland-st-boston-ma-02111--2001407553
2700,Central,multifamily,3.0,1.0,4,3,0,1,Highest,18,0,0,0,0,0,0,0,1,1,1047,126,400,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02111--2001406249
2825,Central,multifamily,3.0,1.0,1,1,0,0,Low,18,1,0,0,1,0,0,0,1,1,1031,130,401,https://www.trulia.com/p/ma/boston/220-south-st-2-boston-ma-02111--2447708722
1850,Central,multifamily,2.0,1.0,6,4,1,1,Highest,18,2,0,1,1,0,0,0,1,1,1070,134,413,https://www.trulia.com/p/ma/boston/530-washington-st-60-boston-ma-02111--2419160352
2195,Central,multifamily,2.0,1.0,1,1,0,0,Low,18,0,0,0,0,0,0,0,1,0,1031,130,401,https://www.trulia.com/p/ma/boston/224-south-st-8-boston-ma-02111--2453275190
2200,Central,multifamily,2.0,1.0,3,1,1,1,Moderate,18,2,0,1,0,0,0,1,1,0,1060,135,414,https://www.trulia.com/p/ma/boston/72-kneeland-st-602-boston-ma-02111--2479787846
4065,Central,multifamily,3.0,1.0,2,2,0,0,Low,18,0,0,0,0,0,0,0,1,0,977,123,389,https://www.trulia.com/p/ma/boston/35-south-st-1-boston-ma-02111--2172409489
2000,Central,multifamily,1.0,1.0,4,3,0,1,Highest,18,1,0,1,0,0,0,0,1,0,1064,127,405,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02111--2479208129
2000,Central,multifamily,1.0,1.0,3,1,1,1,Lowest,18,1,0,0,0,0,0,1,1,0,1097,146,423,https://www.trulia.com/p/ma/boston/35-oak-st-4-boston-ma-02111--2174304526
2000,Central,multifamily,1.0,1.0,3,1,1,1,Lowest,18,0,0,0,0,0,0,0,1,0,1097,146,423,https://www.trulia.com/p/ma/boston/211-harrison-ave-2-boston-ma-02111--2001405390
2550,Allston/ Brighton,multifamily,3.0,1.0,4,2,1,1,Lowest,20,1,0,0,0,0,0,1,0,0,99,7,13,https://www.trulia.com/p/ma/boston/50-tremont-st-1-boston-ma-02108--2181117551
2800,Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,20,2,0,0,1,0,0,1,0,1,1105,126,421,https://www.trulia.com/p/ma/boston/16-cedar-lane-way-1-boston-ma-02108--2171436392
2950,Central,multifamily,2.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-401-boston-ma-02108--2172021450
2600,Allston/ Brighton,multifamily,3.0,1.0,4,2,1,1,Lowest,20,0,0,0,0,0,0,0,0,0,99,7,13,https://www.trulia.com/p/ma/boston/50-tremont-st-3-boston-ma-02108--2285698463
3300,Central,multifamily,2.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-501-boston-ma-02108--2171827716
3000,Beacon Hill,multifamily,2.0,1.0,6,5,0,1,Moderate,20,0,0,0,0,0,0,0,1,0,1105,126,421,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02108--2172863674
2195,Allston/ Brighton,multifamily,2.0,1.0,19,7,6,6,Lowest,20,2,0,0,1,0,0,1,0,1,248,33,51,https://www.trulia.com/p/ma/boston/230-washington-st-2-boston-ma-02108--2358253431
3400,Central,multifamily,2.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-701-boston-ma-02108--2171726309
2400,Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,20,3,0,0,0,1,1,1,1,0,1025,116,388,https://www.trulia.com/p/ma/boston/21-beacon-st-5f-boston-ma-02108--2001394840
4400,Central,multifamily,3.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-502-boston-ma-02108--2171827717
4500,Central,multifamily,3.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-402-boston-ma-02108--2172032190
4500,Central,multifamily,3.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-602-boston-ma-02108--2172406819
2500,Central,multifamily,1.0,1.0,3,3,0,0,Highest,20,2,0,0,1,0,0,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-503-boston-ma-02108--2171827718
2500,Central,multifamily,1.0,1.0,3,3,0,0,Highest,20,4,0,0,1,1,1,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-403-boston-ma-02108--2172406741
5900,Central,multifamily,4.0,2.0,3,3,0,0,Highest,20,0,0,0,0,0,0,0,1,0,1062,127,406,https://www.trulia.com/p/ma/boston/44-winter-st-203-boston-ma-02108--2172022295
2600,Beacon Hill,multifamily,1.0,1.0,3,3,0,0,Low,20,3,0,0,0,1,1,1,1,0,1025,116,388,https://www.trulia.com/p/ma/boston/21-beacon-st-5f-boston-ma-02108--2001394840
3390,Central,multifamily,1.0,1.0,6,4,2,0,Moderate,20,4,0,0,1,1,1,1,1,0,918,112,336,https://www.trulia.com/p/ma/boston/19-union-st-2-boston-ma-02108--2463152038
2700,Central,multifamily,1.0,1.0,3,3,0,0,Highest,20,4,0,0,1,1,1,1,0,0,1025,123,392,https://www.trulia.com/p/ma/boston/407-washington-st-403-boston-ma-02108--2172406741
3600,Beacon Hill,multifamily,2.0,2.5,5,5,0,0,Lowest,20,4,0,0,1,1,1,1,1,0,1081,121,410,https://www.trulia.com/p/ma/boston/34-mount-vernon-st-3-boston-ma-02108--2171827121
3600,Beacon Hill,multifamily,2.0,2.5,5,5,0,0,Lowest,20,4,0,0,1,1,1,1,1,1,1081,121,410,https://www.trulia.com/p/ma/boston/34-mount-vernon-st-4-boston-ma-02108--2171825833
3890,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,4,0,0,1,1,1,1,1,1,148,30,18,https://www.trulia.com/p/ma/boston/260-washington-st-1803-boston-ma-02108--2464441630
2800,Jamaica Plain,multifamily,3.0,1.0,23,7,8,8,Low,21,4,0,0,1,1,1,1,1,0,327,34,69,https://www.trulia.com/p/ma/boston/838-huntington-ave-2-boston-ma-02115--2171827096
2000,Mission Hill,multifamily,2.0,1.0,23,7,8,8,Lowest,21,3,0,0,0,1,1,1,1,1,339,35,70,https://www.trulia.com/p/ma/boston/2-shepherd-ave-3-boston-ma-02115--2171825284
3400,Mission Hill,multifamily,4.0,1.0,23,7,8,8,Lowest,21,4,0,0,1,1,1,1,1,1,339,35,70,https://www.trulia.com/p/ma/boston/2-shepherd-ave-1-boston-ma-02115--2171482099
2900,Mission Hill,multifamily,3.0,1.0,23,7,8,8,Low,21,3,0,0,1,1,1,0,0,0,339,35,70,https://www.trulia.com/p/ma/boston/832-huntington-ave-3-boston-ma-02115--2171577028
2999,Jamaica Plain,multifamily,3.0,1.0,21,7,7,7,Low,21,3,0,0,1,1,1,0,1,1,327,34,69,https://www.trulia.com/p/ma/boston/848-huntington-ave-3-boston-ma-02115--2171827494
2999,Jamaica Plain,multifamily,3.0,1.0,21,7,7,7,Low,21,2,0,1,1,0,0,0,1,1,327,34,69,https://www.trulia.com/p/ma/boston/848-huntington-ave-2-boston-ma-02115--2171827788
2900,Mission Hill,multifamily,3.0,1.0,23,7,8,8,Low,21,2,0,0,0,1,1,0,0,0,339,35,70,https://www.trulia.com/p/ma/boston/832-huntington-ave-2-boston-ma-02115--2171577267
2100,Jamaica Plain,multifamily,2.0,1.0,21,7,7,7,Low,21,4,0,0,1,1,1,1,1,1,327,34,69,https://www.trulia.com/p/ma/boston/848-huntington-ave-1-boston-ma-02115--2171823945
1900,Hyde Park,multifamily,2.0,1.0,12,4,4,4,Lowest,21,3,0,0,0,1,1,1,1,0,38,8,3,https://www.trulia.com/p/ma/boston/69-harvard-ave-g1-boston-ma-02115--2458557440
2850,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/891-huntington-ave-5-boston-ma-02115--2001430700
1825,Hyde Park,multifamily,1.0,1.0,12,4,4,4,Lowest,21,2,0,0,0,1,1,0,1,0,38,8,3,https://www.trulia.com/p/ma/boston/69-harvard-ave-3-boston-ma-02115--2452741774
3400,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Moderate,21,4,0,0,1,1,1,1,0,1,609,65,191,https://www.trulia.com/p/ma/boston/109-saint-stephen-st-25b-boston-ma-02115--2171809487
1725,Hyde Park,multifamily,1.0,1.0,12,4,4,4,Lowest,21,3,0,0,0,1,1,1,1,0,38,8,3,https://www.trulia.com/p/ma/boston/69-harvard-ave-5-boston-ma-02115--2480137574
2245,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-4-boston-ma-02115--2171640986
2295,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-7-boston-ma-02115--2171640963
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-11-boston-ma-02115--2171641003
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-11-boston-ma-02115--2171809449
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-12-boston-ma-02115--2171640999
2545,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-9-boston-ma-02115--2171640970
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-8-boston-ma-02115--2171640841
2445,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,0,0,0,1,1,1,1,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-12-boston-ma-02115--2173878239
1695,Jamaica Plain,multifamily,1.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/894-huntington-ave-3-boston-ma-02115--2172860944
3400,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,1,634,59,201,https://www.trulia.com/p/ma/boston/54-56-burbank-st-1-boston-ma-02115--2190961485
2400,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-6-boston-ma-02115--2171825410
3650,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Moderate,21,1,0,0,1,0,0,0,0,1,651,58,213,https://www.trulia.com/p/ma/boston/45-westland-ave-18-boston-ma-02115--2171640992
3600,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179,https://www.trulia.com/p/ma/boston/175-hemenway-st-b-boston-ma-02115--2173878390
3450,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,0,634,59,201,https://www.trulia.com/p/ma/boston/54-burbank-st-1-boston-ma-02115--2123793398
3600,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Moderate,21,4,0,0,1,1,1,1,1,1,625,60,196,https://www.trulia.com/p/ma/boston/97-saint-stephen-st-41a-boston-ma-02115--2171809338
3600,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Moderate,21,2,0,0,1,0,0,1,1,0,651,58,213,https://www.trulia.com/p/ma/boston/45-westland-ave-6s-boston-ma-02115--2367057631
2195,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/894-huntington-ave-4-boston-ma-02115--2171640997
2595,Mission Hill,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,294,33,54,https://www.trulia.com/p/ma/boston/895-huntington-ave-4-boston-ma-02115--2171809984
2495,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-7-boston-ma-02115--2171641001
2595,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-6-boston-ma-02115--2171640993
2600,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Lowest,21,3,0,0,0,1,1,1,1,0,592,59,179,https://www.trulia.com/p/ma/boston/171-hemenway-st-b1-boston-ma-02115--2171808431
2675,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,3,0,0,0,1,1,1,0,0,609,65,191,https://www.trulia.com/p/ma/boston/115-saint-stephen-st-b2-boston-ma-02115--2171569002
2500,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,High,21,3,0,0,0,1,1,1,0,0,610,58,188,https://www.trulia.com/p/ma/boston/136-hemenway-st-b-boston-ma-02115--2171569045
2600,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,3,0,0,0,1,1,1,0,0,609,65,191,https://www.trulia.com/p/ma/boston/115-saint-stephen-st-b2-boston-ma-02115--2171569002
2500,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Lowest,21,1,0,0,0,0,0,1,0,0,592,59,179,https://www.trulia.com/p/ma/boston/165-hemenway-st-b2-boston-ma-02115--2171809613
2495,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-9-boston-ma-02115--2171826307
2495,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-10-boston-ma-02115--2171640979
3995,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Moderate,21,4,0,0,1,1,1,1,1,1,651,58,213,https://www.trulia.com/p/ma/boston/45-westland-ave-16-boston-ma-02115--2171577173
3850,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Moderate,21,1,0,0,0,0,0,1,0,0,628,59,197,https://www.trulia.com/p/ma/boston/49-symphony-rd-33-boston-ma-02115--2171809302
3900,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Moderate,21,4,0,0,1,1,1,1,1,1,625,60,196,https://www.trulia.com/p/ma/boston/97-saint-stephen-st-41a-boston-ma-02115--2171809338
3600,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2173911310
3450,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,634,59,201,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2172032759
1795,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-g2-boston-ma-02115--2171807466
1875,Jamaica Plain,multifamily,1.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,1,0,298,34,59,https://www.trulia.com/p/ma/boston/896-huntington-ave-3-boston-ma-02115--2171809430
1795,Mission Hill,multifamily,1.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,1,1,294,33,54,https://www.trulia.com/p/ma/boston/895-huntington-ave-g1-boston-ma-02115--2171809464
1795,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,325,34,62,https://www.trulia.com/p/ma/boston/883-huntington-ave-1-boston-ma-02115--2171486741
3700,Jamaica Plain,multifamily,4.0,1.0,25,9,8,8,Lowest,21,4,0,0,1,1,1,1,0,1,306,34,61,https://www.trulia.com/p/ma/boston/882-huntington-ave-3-boston-ma-02115--2182391600
3700,Fenway Kenmore,multifamily,3.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,609,65,191,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2174241884
2675,Fenway Kenmore,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,0,655,60,212,https://www.trulia.com/p/ma/boston/64-hemenway-st-18-boston-ma-02115--2171807846
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,3,0,0,0,1,1,1,1,1,298,34,59,https://www.trulia.com/p/ma/boston/896-huntington-ave-6-boston-ma-02115--2171809072
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/894-huntington-ave-6-boston-ma-02115--2171640843
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/896-huntington-ave-7-boston-ma-02115--2171827328
2245,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,1,0,306,34,61,https://www.trulia.com/p/ma/boston/888-huntington-ave-8-boston-ma-02115--2171828640
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/896-huntington-ave-5-boston-ma-02115--2171640853
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,0,0,306,34,61,https://www.trulia.com/p/ma/boston/890-huntington-ave-5-boston-ma-02115--2172410665
1795,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,2,0,0,0,1,1,0,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-g1-boston-ma-02115--2182389746
3250,Mission Hill,multifamily,3.0,2.0,23,7,8,8,Low,21,4,0,0,1,1,1,1,1,0,339,35,70,https://www.trulia.com/p/ma/boston/830-huntington-ave-1-boston-ma-02115--2171575580
2565,Fenway Kenmore,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221,https://www.trulia.com/p/ma/boston/26-hemenway-st-11-boston-ma-02115--2171810104
2450,Mission Hill,multifamily,2.0,1.0,25,9,8,8,Low,21,1,0,0,1,0,0,0,1,0,298,34,59,https://www.trulia.com/p/ma/boston/390-riverway-2-boston-ma-02115--2001426527
2750,Fenway Kenmore,multifamily,2.0,1.0,3,1,1,1,Moderate,21,4,0,0,1,1,1,1,0,1,651,58,213,https://www.trulia.com/p/ma/boston/45-westland-ave-7-boston-ma-02115--2171641014
2725,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,High,21,4,0,0,1,1,1,1,1,0,614,65,195,https://www.trulia.com/p/ma/boston/309-huntington-ave-1b-boston-ma-02115--2171809594
2700,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,High,21,2,0,0,0,1,1,0,0,0,614,65,195,https://www.trulia.com/p/ma/boston/313-huntington-ave-3b-boston-ma-02115--2001425244
2650,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220,https://www.trulia.com/p/ma/boston/5-symphony-rd-b-boston-ma-02115--2171577369
2650,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,21,4,0,0,1,1,1,1,0,0,609,65,191,https://www.trulia.com/p/ma/boston/115-saint-stephen-st-b1-boston-ma-02115--2171569000
2800,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,High,21,4,0,0,1,1,1,1,0,0,614,65,195,https://www.trulia.com/p/ma/boston/309-huntington-ave-3b-boston-ma-02115--2171809597
2850,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Lowest,21,3,0,0,0,1,1,1,0,1,592,59,179,https://www.trulia.com/p/ma/boston/171-hemenway-st-b2-boston-ma-02115--2171809541
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/892-huntington-ave-5-boston-ma-02115--2171641110
2295,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,306,34,61,https://www.trulia.com/p/ma/boston/888-huntington-ave-6-boston-ma-02115--2171641138
2695,Mission Hill,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,294,33,54,https://www.trulia.com/p/ma/boston/895-huntington-ave-6-boston-ma-02115--2172410253
2000,Fenway Kenmore,multifamily,1.0,1.0,3,1,1,1,Moderate,21,4,0,0,1,1,1,1,1,0,655,60,212,https://www.trulia.com/p/ma/boston/64-hemenway-st-26-boston-ma-02115--2171827314
1895,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,4,0,0,1,1,1,1,0,0,319,34,64,https://www.trulia.com/p/ma/boston/881-huntington-ave-g3-boston-ma-02115--2171827565
2000,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Moderate,21,3,0,0,0,1,1,1,1,0,644,65,220,https://www.trulia.com/p/ma/boston/6-symphony-rd-b-boston-ma-02115--2171569127
2000,Fenway Kenmore,multifamily,1.0,1.0,3,1,1,1,Moderate,21,2,0,0,0,1,1,0,1,0,655,60,212,https://www.trulia.com/p/ma/boston/64-hemenway-st-24-boston-ma-02115--2171809652
2275,Back Bay,multifamily,1.0,1.0,5,2,0,3,Moderate,21,1,0,0,0,0,0,1,1,0,765,81,272,https://www.trulia.com/p/ma/boston/49-gloucester-st-2-boston-ma-02115--2172872690
2395,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,2,0,0,0,1,1,0,0,0,298,34,59,https://www.trulia.com/p/ma/boston/894-huntington-ave-8-boston-ma-02115--2171640845
2445,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,3,0,0,0,1,1,1,0,0,306,34,61,https://www.trulia.com/p/ma/boston/886-huntington-ave-7-boston-ma-02115--2171826690
2445,Jamaica Plain,multifamily,2.0,1.0,25,9,8,8,Lowest,21,3,0,0,0,1,1,1,0,0,306,34,61,https://www.trulia.com/p/ma/boston/886-huntington-ave-8-boston-ma-02115--2171640849
2600,Fenway Kenmore,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,0,0,679,61,221,https://www.trulia.com/p/ma/boston/26-hemenway-st-6-boston-ma-02115--2172410125
