rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife
3600,South End,multifamily,2.0,1.0,12,4,4,4,Highest,32,3,1,0,0,1,1,0,0,0,726,101,253
2650,South End,multifamily,2.0,1.0,14,2,6,6,Low,23,3,1,0,0,1,1,0,1,1,608,85,189
3500,South End,multifamily,2.0,1.0,6,2,2,2,High,32,5,1,0,1,1,1,1,1,0,658,106,219
3790,South End,multifamily,2.0,1.0,12,4,4,4,High,32,5,1,0,1,1,1,1,1,0,979,121,359
5000,South End,multifamily,4.0,1.0,11,1,5,5,Moderate,23,4,1,0,0,1,1,1,0,1,601,84,183
2800,South End,multifamily,1.0,1.0,12,4,4,4,Low,32,1,1,0,0,0,0,0,1,0,700,102,241
2250,South End,multifamily,1.0,1.0,11,1,5,5,Moderate,23,0,0,0,0,0,0,0,0,0,601,84,183
3550,South End,multifamily,3.0,1.0,11,1,5,5,Low,23,5,1,0,1,1,1,1,0,1,586,85,181
3550,South End,multifamily,3.0,1.0,11,1,5,5,Low,23,3,1,0,0,1,1,0,0,0,586,85,181
3400,South End,multifamily,2.0,1.0,11,3,4,4,High,32,4,1,0,1,1,1,0,1,1,533,82,168
3500,South End,multifamily,2.0,1.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,1,0,792,106,263
3325,South End,apartment,3.0,2.5,11,3,4,4,High,32,6,1,1,1,1,1,1,0,0,533,82,168
4400,South End,multifamily,4.0,2.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,1,0,606,91,210
2775,South End,multifamily,1.0,1.0,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
3200,South End,multifamily,2.0,1.5,12,4,4,4,Low,32,4,1,0,0,1,1,1,1,1,700,102,241
3500,South End,multifamily,2.0,1.0,15,5,5,5,Lowest,32,0,0,0,0,0,0,0,1,0,832,119,272
3550,South End,multifamily,2.0,1.0,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
3600,South End,multifamily,2.0,1.0,15,5,5,5,Lowest,32,0,0,0,0,0,0,0,1,0,849,122,278
3600,South End,multifamily,3.0,1.0,11,1,5,5,Low,23,1,0,0,1,0,0,0,0,0,601,84,183
5600,South End,multifamily,4.0,1.0,7,1,3,3,Moderate,32,0,0,0,0,0,0,0,1,0,618,82,225
4400,South End,multifamily,3.0,1.0,14,4,5,5,Moderate,32,4,1,0,1,1,1,0,0,0,576,84,203
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,0,0,613,84,194
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,5,1,0,1,1,1,1,1,1,602,85,191
4400,South End,multifamily,3.0,1.0,9,3,3,3,Moderate,32,6,1,1,1,1,1,1,0,0,674,95,238
2700,South End,multifamily,1.0,1.0,15,5,5,5,Low,32,0,0,0,0,0,0,0,1,0,820,118,265
2725,South End,multifamily,1.0,1.0,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
6200,South End,multifamily,4.0,2.0,11,3,4,4,Low,32,0,0,0,0,0,0,0,1,0,643,90,232
2850,South End,multifamily,1.0,1.0,9,3,3,3,Moderate,32,6,1,1,1,1,1,1,1,0,982,119,364
2600,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,1,1,0,0,0,0,0,0,0,760,106,247
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,2,0,0,1,0,0,1,0,0,613,84,194
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,1,0,613,84,194
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,1,0,613,84,194
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,1,0,608,85,189
5200,South End,multifamily,4.0,1.0,7,1,3,3,Moderate,32,5,1,0,1,1,1,1,1,0,618,82,225
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,1,0,613,84,194
3200,South End,multifamily,2.0,2.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,1,0,566,84,203
3800,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,5,1,0,1,1,1,1,1,1,602,85,191
3200,South End,multifamily,2.0,1.5,12,4,4,4,Low,32,0,0,0,0,0,0,0,1,0,700,102,241
3100,South End,multifamily,2.0,1.5,11,3,4,4,High,32,0,0,0,0,0,0,0,1,0,533,82,168
2925,South End,multifamily,1.0,1.0,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
2925,South End,multifamily,1.0,1.0,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
4400,South End,multifamily,3.0,1.0,7,1,3,3,Moderate,32,0,0,0,0,0,0,0,1,0,617,86,217
3400,South End,multifamily,2.0,2.0,12,4,4,4,Low,32,6,1,1,1,1,1,1,1,1,941,122,333
2600,South End,multifamily,2.0,1.0,14,2,6,6,Low,23,1,1,0,0,0,0,0,1,1,608,85,189
3800,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,1,0,602,85,191
5200,South End,multifamily,4.0,1.0,11,1,5,5,Moderate,23,0,0,0,0,0,0,0,1,0,601,84,183
4950,South End,multifamily,4.0,2.0,8,2,3,3,High,32,0,0,0,0,0,0,0,1,0,610,85,222
6500,South End,multifamily,5.0,2.0,14,2,6,6,Moderate,23,5,1,0,1,1,1,1,0,0,598,84,188
2900,South End,multifamily,2.0,1.0,11,1,5,5,Low,23,0,0,0,0,0,0,0,0,0,586,85,181
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,1,1,0,0,0,0,0,1,1,613,84,194
6000,South End,multifamily,4.0,2.0,11,3,4,4,Low,32,5,1,0,1,1,1,1,0,0,643,90,232
2800,South End,multifamily,2.0,1.0,14,2,6,6,Moderate,23,1,0,0,0,0,0,1,0,0,601,84,183
4700,South End,multifamily,3.0,1.0,9,3,3,3,Moderate,32,6,1,1,1,1,1,1,0,0,674,95,238
3990,South End,apartment,3.0,2.0,9,3,3,3,High,32,6,1,1,1,1,1,1,1,1,792,111,253
4600,South End,multifamily,3.0,2.5,11,3,4,4,High,32,5,1,0,1,1,1,1,0,0,533,82,168
3100,South End,multifamily,2.0,1.0,11,1,5,5,Low,23,5,1,0,1,1,1,1,0,0,601,84,183
2800,South End,multifamily,2.0,1.0,14,2,6,6,Low,23,3,1,0,1,0,0,1,1,0,608,85,189
2900,South End,multifamily,2.0,1.0,14,2,6,6,Moderate,23,0,0,0,0,0,0,0,1,0,598,84,188
3800,South End,multifamily,2.0,1.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,1,0,576,87,202
2800,South End,multifamily,2.0,1.0,14,2,6,6,Moderate,23,1,0,0,0,0,0,1,0,0,601,84,183
4950,South End,multifamily,3.0,1.5,12,4,4,4,Moderate,28,5,1,0,1,1,1,1,1,0,860,115,282
3475,South End,multifamily,2.0,1.5,6,2,2,2,High,32,1,1,0,0,0,0,0,1,0,658,106,219
7000,South End,multifamily,5.0,3.0,11,1,5,5,Low,23,6,1,1,1,1,1,1,0,0,586,85,181
2450,South End,multifamily,1.0,1.0,9,3,3,3,Highest,32,0,0,0,0,0,0,0,0,0,726,101,253
4000,South End,multifamily,2.0,1.0,12,4,4,4,High,28,4,1,0,1,1,1,0,1,1,860,115,282
4800,South End,multifamily,4.0,2.0,14,4,5,5,Highest,32,4,1,0,1,1,1,0,0,1,606,91,210
3190,South End,multifamily,2.0,1.0,11,1,5,5,Low,23,3,1,0,0,1,1,0,0,0,601,84,183
2800,South End,multifamily,2.0,1.0,14,2,6,6,Moderate,23,0,0,0,0,0,0,0,1,0,598,84,188
4250,South End,multifamily,3.0,2.0,14,2,6,6,Moderate,23,5,1,0,1,1,1,1,1,0,598,84,188
4000,South End,multifamily,2.0,1.0,11,3,4,4,High,32,0,0,0,0,0,0,0,1,0,636,90,231
4250,South End,multifamily,3.0,2.0,14,2,6,6,Moderate,23,0,0,0,0,0,0,0,1,0,598,84,188
4500,South End,multifamily,2.0,1.5,11,3,4,4,High,32,4,1,1,0,1,1,0,1,0,533,82,168
3700,South End,multifamily,2.0,1.5,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
4800,South End,multifamily,3.0,2.0,14,2,6,6,Moderate,23,2,0,0,1,0,0,1,1,1,608,85,189
3895,South End,multifamily,3.0,1.0,11,1,5,5,Moderate,23,0,0,0,0,0,0,0,1,0,601,84,183
3000,South End,multifamily,1.0,1.0,9,3,3,3,Low,32,0,0,0,0,0,0,0,1,0,687,97,241
3800,South End,multifamily,2.0,1.0,14,4,5,5,Highest,32,1,1,0,0,0,0,0,1,0,576,87,202
2950,South End,multifamily,1.0,1.0,7,1,3,3,Moderate,32,0,0,0,0,0,0,0,1,0,616,87,210
3400,South End,multifamily,1.0,1.0,11,3,4,4,Low,32,4,1,0,1,1,1,0,0,0,667,95,236
3400,South End,multifamily,1.0,1.0,12,4,4,4,Low,32,6,1,1,1,1,1,1,0,1,648,104,218
4000,South End,multifamily,2.0,1.0,14,2,6,6,Moderate,23,5,1,0,1,1,1,1,0,0,601,84,183
3850,South End,multifamily,2.0,1.5,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
4500,South End,multifamily,3.0,2.0,11,3,4,4,High,32,5,1,1,1,1,1,0,1,1,605,86,225
3500,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,1,1,0,0,0,0,0,0,0,760,106,247
1900,South End,multifamily,1.0,1.0,15,5,5,5,Low,20,3,1,1,1,0,0,0,1,1,910,117,308
5500,South End,multifamily,5.0,3.0,14,2,6,6,Moderate,23,0,0,0,0,0,0,0,1,0,598,84,188
3675,South End,multifamily,2.0,1.5,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
3350,South End,multifamily,1.0,1.0,12,4,4,4,Low,28,5,1,0,1,1,1,1,0,1,903,115,307
3100,South End,multifamily,1.0,1.0,12,4,4,4,Lowest,28,0,0,0,0,0,0,0,1,0,937,117,331
3100,South End,multifamily,2.0,1.0,14,4,5,5,Low,32,1,0,0,0,0,0,1,1,1,783,111,260
3222,South End,apartment,2.0,2.0,8,2,3,3,Moderate,32,6,1,1,1,1,1,1,1,1,973,120,364
3250,South End,multifamily,1.0,1.0,15,5,5,5,Moderate,28,5,1,0,1,1,1,1,0,1,860,115,282
5300,South End,multifamily,2.0,2.0,14,4,5,5,Low,32,3,1,0,0,1,1,0,0,0,783,111,260
5131,South End,apartment,3.0,2.0,12,4,4,4,Highest,32,0,0,0,0,0,0,0,1,1,740,112,236
1415,South End,apartment,1.0,1.0,15,5,5,5,Low,32,0,0,0,0,0,0,0,1,0,938,117,332
4000,South End,multifamily,2.0,1.0,11,3,4,4,High,32,0,0,0,0,0,0,0,1,0,636,90,231
3600,South End,multifamily,2.0,2.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,1,0,623,95,206
4250,South End,multifamily,2.0,2.5,15,5,5,5,Moderate,28,0,0,0,0,0,0,0,1,0,869,116,287
3350,South End,multifamily,1.0,1.0,15,5,5,5,Moderate,28,5,1,0,1,1,1,1,0,1,860,115,282
3550,South End,multifamily,2.0,1.5,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
3575,South End,multifamily,2.0,1.5,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
3550,South End,multifamily,2.0,1.5,6,2,2,2,High,32,0,0,0,0,0,0,0,1,0,658,106,219
3350,South End,multifamily,1.0,1.0,12,4,4,4,Low,28,3,1,0,0,1,1,0,1,0,903,115,307
8749,South End,apartment,3.0,2.0,8,2,3,3,Low,32,6,1,1,1,1,1,1,1,1,1003,137,373
3700,South End,multifamily,2.0,2.0,14,4,5,5,Highest,32,4,1,0,1,1,1,0,1,0,623,95,206
3750,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,0,0,522,84,169
3390,South End,multifamily,2.0,1.0,11,1,5,5,Low,23,0,0,0,0,0,0,0,1,0,586,85,181
3250,South End,multifamily,1.0,1.0,12,4,4,4,Low,28,0,0,0,0,0,0,0,1,0,903,115,307
3250,South End,multifamily,1.0,1.0,15,5,5,5,Moderate,28,0,0,0,0,0,0,0,1,0,860,115,282
3750,South End,multifamily,2.0,2.0,12,4,4,4,Low,32,3,1,0,0,1,1,0,1,1,941,122,333
3100,South End,multifamily,1.0,1.0,12,4,4,4,High,28,1,0,0,1,0,0,0,0,0,858,110,285
3450,South End,multifamily,1.0,1.0,12,4,4,4,Low,28,2,1,0,1,0,0,0,1,1,903,115,307
3400,South End,multifamily,1.0,1.0,12,4,4,4,Low,28,2,1,0,1,0,0,0,1,1,903,115,307
1200,South End,multifamily,1.0,0.0,14,2,6,6,Moderate,23,5,1,0,1,1,1,1,1,0,602,85,191
6500,South End,multifamily,5.0,3.5,14,2,6,6,Moderate,23,5,1,0,1,1,1,1,1,0,587,85,179
13000,South End,multifamily,4.0,3.5,15,5,5,5,Moderate,28,0,0,0,0,0,0,0,1,0,869,116,287
1100,South End,multifamily,1.0,0.0,8,2,3,3,Low,32,5,1,0,1,1,1,1,0,1,498,77,152
1100,South End,multifamily,1.0,0.0,8,2,3,3,Low,32,5,1,0,1,1,1,1,0,1,498,77,152
4075,South End,apartment,3.0,2.0,7,1,3,3,Moderate,32,2,1,0,1,0,0,0,1,0,623,86,209
4075,South End,apartment,3.0,2.0,7,1,3,3,Moderate,32,1,1,0,0,0,0,0,1,1,617,86,217
16861,South End,apartment,3.0,3.5,12,4,4,4,Moderate,32,3,1,0,0,1,1,0,1,1,1023,136,375
2550,South End,multifamily,3.0,1.0,14,4,5,5,Highest,32,3,1,0,0,1,1,0,1,0,548,83,191
2499,South End,multifamily,2.0,1.0,12,4,4,4,Lowest,28,0,0,0,0,0,0,0,1,0,937,117,331
2250,South End,multifamily,3.0,1.0,9,3,3,3,Moderate,32,0,0,0,0,0,0,0,1,0,953,120,343
1850,South End,multifamily,1.0,1.0,12,4,4,4,Low,32,1,1,0,0,0,0,0,1,0,648,104,218
1700,South End,multifamily,1.0,1.0,10,2,4,4,Low,32,1,1,0,0,0,0,0,1,0,619,87,229
1850,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,1,1,0,0,0,0,0,1,0,718,104,247
1700,South End,multifamily,1.0,1.0,10,2,4,4,Low,32,1,1,0,0,0,0,0,1,0,619,87,229
1850,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,1,1,0,0,0,0,0,1,0,718,104,247
2800,South End,multifamily,4.0,1.0,12,4,4,4,Low,32,0,0,0,0,0,0,0,1,0,666,103,226
2800,South End,multifamily,4.0,1.0,9,3,3,3,Low,32,0,0,0,0,0,0,0,1,0,648,104,218
2750,South End,multifamily,2.0,1.0,14,4,5,5,Highest,28,1,1,0,0,0,0,0,1,0,826,109,276
2400,South End,multifamily,2.0,1.0,15,5,5,5,Lowest,32,2,1,1,0,0,0,0,1,0,820,118,265
3400,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,634,59,201
3650,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,1,0,0,1,0,0,0,0,1,651,58,213
3600,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,5,1,0,1,1,1,1,1,1,651,58,213
3600,Fenway,multifamily,3.0,1.0,4,0,1,3,Lowest,21,1,1,0,0,0,0,0,1,0,592,59,179
3550,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,1,609,65,191
3450,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,0,634,59,201
3600,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,1,1,625,60,196
3600,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,2,0,0,1,0,0,1,1,0,651,58,213
2600,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,4,1,0,0,1,1,1,1,0,592,59,179
2675,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,4,1,0,0,1,1,1,0,0,609,65,191
2500,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,4,1,0,0,1,1,1,0,0,610,58,188
2500,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,1,0,0,0,0,0,1,0,0,592,59,179
2600,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,4,1,0,0,1,1,1,0,0,609,65,191
2975,Fenway,multifamily,2.0,1.0,5,1,2,2,High,32,3,1,0,1,0,0,1,1,0,625,80,229
3995,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,5,1,0,1,1,1,1,1,1,651,58,213
3400,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,1,609,65,191
3900,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,1,1,625,60,196
3850,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,1,0,0,0,0,0,1,0,0,628,59,197
3600,Fenway,multifamily,3.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179
3450,Fenway,multifamily,3.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,634,59,201
3700,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,609,65,191
2675,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,0,655,60,212
2565,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
2725,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,5,1,0,1,1,1,1,1,0,614,65,195
2750,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,5,1,0,1,1,1,1,0,1,651,58,213
2700,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,3,1,0,0,1,1,0,0,0,614,65,195
2650,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
2650,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,0,609,65,191
2850,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,4,1,0,0,1,1,1,0,1,592,59,179
2800,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,5,1,0,1,1,1,1,0,0,614,65,195
3200,Fenway,multifamily,2.0,1.0,5,1,2,2,High,32,3,1,0,1,0,0,1,1,0,625,80,229
2000,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,5,1,0,1,1,1,1,1,0,655,60,212
2000,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,4,1,0,0,1,1,1,1,0,644,65,220
2000,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,3,1,0,0,1,1,0,1,0,655,60,212
2600,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,0,0,679,61,221
2700,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,4,1,0,0,1,1,1,0,0,610,58,188
2900,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,1,1,0,0,0,0,0,1,0,651,58,213
2950,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,0,609,65,191
2850,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
2900,Fenway,multifamily,2.0,1.0,5,0,2,3,Lowest,21,1,0,0,0,0,0,1,0,0,586,59,176
2900,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,3,1,0,0,1,1,0,0,0,599,58,183
2850,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
3755,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
4000,Fenway,multifamily,3.0,1.0,4,0,1,3,Lowest,21,1,1,0,0,0,0,0,1,0,592,59,179
3950,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
2700,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,1,1,0,0,0,0,0,1,0,592,59,179
2100,Fenway,multifamily,1.0,1.0,4,0,1,3,High,21,4,1,0,0,1,1,1,0,0,614,65,195
2050,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,1,1,0,0,0,0,0,1,0,609,65,191
2100,Fenway,multifamily,1.0,1.0,4,0,1,3,High,21,1,1,0,0,0,0,0,1,0,614,65,195
2900,Fenway,multifamily,2.0,1.0,4,0,1,3,Low,21,2,0,0,1,0,0,1,0,0,644,65,220
2100,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,4,1,1,1,0,0,1,1,1,679,61,221
2125,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,5,1,1,0,1,1,1,1,1,655,60,212
2800,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179
2900,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
2850,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,687,62,233
3755,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
2850,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,655,60,212
3055,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,1,0,644,65,220
3055,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
3055,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,0,644,65,220
3100,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,1,0,0,0,0,0,1,0,0,609,65,191
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
3100,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,3,1,0,0,1,1,0,0,0,599,58,183
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,1,0,644,65,220
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
3055,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,1,0,0,0,0,0,1,1,0,644,65,220
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
3000,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,0,0,687,62,233
3100,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,4,1,0,1,1,1,0,1,0,628,59,197
1900,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,3,1,0,0,1,1,0,0,0,687,62,233
2200,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,1,1,0,0,0,0,0,1,0,609,65,191
2150,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,3,1,0,0,1,1,0,1,0,655,60,212
2247,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,1,687,62,233
3000,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,2,0,0,1,0,0,1,1,0,651,58,213
3100,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,599,58,183
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
3050,Fenway,multifamily,2.0,1.0,5,0,2,3,Lowest,21,0,0,0,0,0,0,0,1,0,586,59,176
3100,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,628,59,197
2950,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
2300,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
2300,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,1,1,0,0,0,0,0,1,0,609,65,191
2347,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,3,1,0,0,1,1,0,1,0,687,62,233
2350,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,1,1,0,0,0,0,0,1,0,679,61,221
3950,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,0,628,59,197
2200,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,655,60,212
6500,Fenway,multifamily,5.0,2.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,0,1,634,60,211
4225,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
2850,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,1,1,0,0,0,0,0,1,0,679,61,221
2343,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,1,687,62,233
3100,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,601,58,184
3900,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,625,60,196
2288,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,1,651,58,213
7700,Fenway,multifamily,5.0,2.5,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,1,1,629,65,198
4800,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,2,0,0,1,0,0,1,1,1,635,60,196
3950,Fenway,multifamily,3.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,628,59,197
3950,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
2900,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,1,592,59,179
5600,Fenway,multifamily,4.0,2.0,5,0,2,3,Moderate,21,0,0,0,0,0,0,0,1,0,592,59,179
3100,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
2950,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,609,65,191
3300,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
3400,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,1,0,0,0,0,0,1,0,0,592,59,179
2350,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,0,655,60,212
3352,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,1,687,62,233
2400,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
2313,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,1,672,61,221
