rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife
3200,Fenway,multifamily,2.0,1.0,5,0,2,3,Lowest,21,4,1,0,0,1,1,1,0,0,586,59,176
3200,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,1,651,58,213
3120,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
3200,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,2,0,0,1,0,0,1,0,0,644,65,220
3200,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,4,1,0,1,1,1,0,0,0,629,65,198
3400,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,599,58,183
4600,Fenway,multifamily,3.0,1.0,4,0,1,3,High,21,0,0,0,0,0,0,0,1,0,610,58,188
3500,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,1,0,0,0,0,0,1,0,0,592,59,179
3200,Fenway,multifamily,2.0,1.0,5,0,2,3,Lowest,21,0,0,0,0,0,0,0,1,0,586,59,176
3800,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,0,0,621,59,192
3825,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,4,1,0,0,1,1,1,0,0,679,61,221
3300,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,609,65,191
4150,Fenway,multifamily,3.0,1.5,3,1,1,1,Moderate,21,4,1,0,1,1,1,0,0,1,655,60,212
3300,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,1,0,0,1,0,0,0,1,0,651,58,213
2900,Fenway,multifamily,2.0,2.0,3,1,1,1,Low,21,1,1,0,0,0,0,0,1,0,635,60,196
2400,Fenway,multifamily,1.0,1.0,4,0,1,3,High,21,0,0,0,0,0,0,0,0,0,644,65,220
2500,Fenway,multifamily,1.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,0,0,592,59,179
2500,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,5,1,0,1,1,1,1,1,0,656,62,205
2450,Fenway,multifamily,1.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179
2475,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,3,1,0,0,1,1,0,0,1,651,58,213
2400,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
2400,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,3,1,0,0,1,1,0,0,1,651,58,213
2397,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,4,1,0,0,1,1,1,1,1,687,62,233
3200,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,1,0,629,65,198
3800,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,1,0,0,0,0,0,1,0,0,614,65,195
5600,Fenway,multifamily,3.0,2.0,4,0,1,3,Moderate,21,4,1,0,1,1,1,0,1,0,629,65,198
3600,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,634,60,211
3600,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,5,1,0,1,1,1,1,1,0,635,60,196
2500,Fenway,multifamily,1.0,1.0,4,0,1,3,High,21,0,0,0,0,0,0,0,0,0,644,65,220
2400,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,4,1,0,1,1,1,0,0,1,651,58,213
3650,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,5,1,0,1,1,1,1,0,1,651,58,213
3275,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
3500,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,628,59,197
3020,Fenway,apartment,1.0,1.0,3,1,1,1,Moderate,21,2,0,0,1,0,0,1,1,1,662,60,228
3650,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
3750,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,634,60,211
3750,Fenway,multifamily,0.0,1.0,4,0,1,3,Moderate,21,1,1,0,0,0,0,0,1,0,634,60,211
4400,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,3,1,0,0,1,1,0,0,0,614,65,195
2500,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,634,59,201
2500,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
2500,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
2450,Fenway,multifamily,1.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179
2475,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
2500,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,609,65,191
2500,Fenway,multifamily,1.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,0,592,59,179
3900,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
3900,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,1,0,0,0,0,0,1,0,0,592,59,179
3600,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
2750,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,2,0,0,1,0,0,1,0,0,644,65,220
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,0,0,634,60,211
2750,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,0,0,511,60,138
2750,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,0,0,511,60,138
2650,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,0,0,508,61,137
3600,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
3650,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,0,651,58,213
6400,Fenway,multifamily,5.0,1.0,4,0,1,3,Lowest,21,2,1,0,1,0,0,0,0,1,616,59,191
4500,Fenway,multifamily,3.0,2.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
2600,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,0,0,655,60,212
3900,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,3,1,0,0,1,1,0,0,1,634,60,211
3825,Fenway,multifamily,2.0,1.0,3,1,1,1,Low,21,3,1,0,0,1,1,0,1,0,679,61,221
3750,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,3,1,0,0,1,1,0,0,1,634,60,211
3650,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,0,0,0,0,0,0,0,1,1,610,58,188
4500,Fenway,multifamily,3.0,2.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
2810,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,1,0,644,65,220
2810,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,4,1,0,0,1,1,1,1,0,644,65,220
2850,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,0,0,644,65,220
2850,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,1,0,0,0,0,0,1,0,0,644,65,220
2810,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,1,0,644,65,220
2785,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,5,1,0,1,1,1,1,1,0,644,65,220
2850,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
2441,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,1,1,0,0,0,0,0,1,1,672,61,221
3825,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,1,655,60,212
3200,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,628,59,197
3500,Fenway,multifamily,2.0,1.5,3,1,1,1,Low,21,1,1,0,0,0,0,0,1,0,679,61,221
3700,Fenway,multifamily,2.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,1,655,60,212
3000,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,3,1,0,0,1,1,0,0,0,511,60,138
2900,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,3,1,0,0,1,1,0,0,0,511,60,138
2650,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,508,61,137
2675,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,656,62,205
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
2650,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,508,61,137
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,634,60,211
3200,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,629,65,198
2506,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,1,1,0,0,0,0,0,1,1,687,62,233
2850,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,508,61,137
2525,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
3000,Fenway,multifamily,2.0,2.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,635,60,196
3975,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,0,0,644,65,220
2525,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,0,679,61,221
2620,Fenway,multifamily,1.0,1.0,3,1,1,1,Low,21,0,0,0,0,0,0,0,1,1,687,62,233
2900,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,511,60,138
4200,Fenway,multifamily,2.0,2.0,7,1,3,3,High,32,0,0,0,0,0,0,0,1,0,617,86,217
3900,Fenway,multifamily,2.0,1.0,4,0,1,3,Lowest,21,0,0,0,0,0,0,0,1,1,592,59,179
4400,Fenway,multifamily,2.0,1.5,4,0,1,3,High,21,0,0,0,0,0,0,0,1,0,614,65,195
3900,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,1,1,0,0,0,0,0,1,1,614,65,195
3900,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
2700,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,1,0,628,59,197
2750,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,511,60,138
2750,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,511,60,138
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,644,65,220
4250,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,15,4,1,0,1,1,1,0,1,0,635,60,196
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Lowest,21,1,1,0,0,0,0,0,1,1,592,59,179
4800,Fenway,multifamily,3.0,1.0,3,1,1,1,Lowest,15,0,0,0,0,0,0,0,0,0,653,61,207
2000,Mission Hill,multifamily,2.0,1.0,23,7,8,8,Lowest,21,4,1,0,0,1,1,1,1,1,339,35,70
3400,Mission Hill,multifamily,4.0,1.0,23,7,8,8,Lowest,21,5,1,0,1,1,1,1,1,1,339,35,70
3400,Mission Hill,multifamily,4.0,1.0,30,10,10,10,Lowest,23,2,0,0,1,0,0,1,0,1,366,43,78
2900,Mission Hill,multifamily,3.0,1.0,23,7,8,8,Low,21,3,1,0,0,1,1,0,0,0,339,35,70
2900,Mission Hill,multifamily,3.0,1.0,23,7,8,8,Low,21,4,1,0,1,1,1,0,0,0,339,35,70
2650,Mission Hill,multifamily,3.0,1.0,20,8,6,6,Lowest,23,5,1,0,1,1,1,1,0,0,374,46,85
2400,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Low,23,5,1,0,1,1,1,1,1,1,294,42,49
2850,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,4,1,0,0,1,1,1,0,0,343,45,76
2800,Mission Hill,multifamily,3.0,1.0,26,8,9,9,Moderate,23,3,1,0,0,1,1,0,1,0,381,42,86
2850,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,21,3,1,0,0,1,1,0,0,0,298,34,59
4000,Mission Hill,multifamily,5.0,1.0,23,9,7,7,Lowest,23,3,1,0,1,0,0,1,1,1,312,44,63
2245,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,325,34,62
2295,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,319,34,64
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,325,34,62
2000,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,5,1,0,1,1,1,1,0,0,305,43,57
4900,Mission Hill,multifamily,5.0,1.0,30,10,10,10,Lowest,23,4,1,0,1,1,1,0,0,1,343,45,76
2150,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,5,1,0,1,1,1,1,0,0,305,43,57
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,319,34,64
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,319,34,64
2545,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,325,34,62
2395,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,319,34,64
2445,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,4,1,0,0,1,1,1,1,0,325,34,62
1700,Mission Hill,multifamily,1.0,1.0,20,6,7,7,Low,23,1,0,0,0,0,0,1,0,1,411,48,98
2900,Mission Hill,multifamily,3.0,1.0,29,11,9,9,Lowest,23,0,0,0,0,0,0,0,0,0,282,41,49
3000,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,0,0,0,0,0,0,0,0,0,343,45,76
4000,Mission Hill,multifamily,4.0,1.0,22,8,7,7,Lowest,23,5,1,0,1,1,1,1,0,0,346,46,80
3900,Mission Hill,multifamily,4.0,1.0,29,9,10,10,Low,23,4,1,0,1,1,1,0,1,0,383,44,88
2400,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,325,34,62
2250,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,5,1,0,1,1,1,1,1,0,305,43,57
2595,Mission Hill,multifamily,2.0,1.0,25,9,8,8,Lowest,21,3,1,0,0,1,1,0,0,0,294,33,54
2495,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,325,34,62
2595,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,319,34,64
3700,Mission Hill,multifamily,4.0,1.0,16,6,5,5,Moderate,23,3,1,0,0,1,1,0,1,1,388,47,91
3200,Mission Hill,multifamily,3.0,1.0,22,8,7,7,Low,23,0,0,0,0,0,0,0,0,0,391,46,90
3095,Mission Hill,multifamily,3.0,1.0,30,10,10,10,Lowest,23,4,1,0,1,1,1,0,0,0,366,43,78
3100,Mission Hill,multifamily,3.0,1.0,20,6,7,7,Low,23,5,1,0,1,1,1,1,0,0,398,46,89
3200,Mission Hill,multifamily,3.0,1.0,20,6,7,7,Low,23,5,1,0,1,1,1,1,0,0,398,46,89
3095,Mission Hill,multifamily,3.0,1.0,30,10,10,10,Lowest,23,4,1,0,1,1,1,0,1,0,366,43,78
3687,Mission Hill,apartment,4.0,2.0,26,8,9,9,Moderate,23,2,1,0,1,0,0,0,1,0,381,42,86
2495,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,319,34,64
2495,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Lowest,21,0,0,0,0,0,0,0,0,0,325,34,62
4900,Mission Hill,multifamily,5.0,1.0,30,10,10,10,Lowest,23,0,0,0,0,0,0,0,1,0,343,45,76
3650,Mission Hill,multifamily,4.0,1.0,28,10,9,9,Lowest,23,0,0,0,0,0,0,0,0,1,326,45,68
4750,Mission Hill,multifamily,5.0,1.0,23,9,7,7,Lowest,23,0,0,0,0,0,0,0,1,0,337,46,76
1795,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,319,34,64
1795,Mission Hill,multifamily,1.0,1.0,25,9,8,8,Lowest,21,0,0,0,0,0,0,0,1,1,294,33,54
1795,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,325,34,62
4250,Mission Hill,multifamily,4.0,1.0,21,7,7,7,Low,23,5,1,0,1,1,1,1,1,1,398,46,89
4100,Mission Hill,multifamily,4.0,1.0,33,11,11,11,Lowest,23,5,1,0,1,1,1,1,0,0,378,44,83
3600,Mission Hill,multifamily,4.0,2.0,22,8,7,7,Lowest,23,3,1,0,0,1,1,0,1,1,391,46,90
3600,Mission Hill,multifamily,4.0,2.0,18,6,6,6,Moderate,23,0,0,0,0,0,0,0,1,1,371,46,83
2400,Mission Hill,multifamily,2.0,1.0,26,8,9,9,Moderate,23,1,0,0,0,0,0,1,0,0,381,42,86
2400,Mission Hill,multifamily,2.0,1.0,22,8,7,7,Moderate,23,1,0,0,0,0,0,1,0,0,406,45,95
2400,Mission Hill,multifamily,2.0,1.0,26,8,9,9,Moderate,23,1,0,0,0,0,0,1,0,0,381,42,86
2400,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,5,1,0,1,1,1,1,0,0,305,43,57
1795,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,3,1,0,0,1,1,0,0,0,319,34,64
3400,Mission Hill,multifamily,4.0,1.5,34,12,11,11,Low,23,3,1,0,0,1,1,0,0,1,291,40,46
2450,Mission Hill,multifamily,2.0,1.0,25,9,8,8,Low,21,2,1,0,1,0,0,0,1,0,298,34,59
2900,Mission Hill,multifamily,3.0,1.0,18,6,6,6,Low,23,2,1,0,1,0,0,0,0,1,406,45,95
3225,Mission Hill,multifamily,3.0,2.0,23,7,8,8,Low,21,5,1,0,1,1,1,1,1,0,339,35,70
5300,Mission Hill,multifamily,4.0,2.0,22,8,7,7,Low,23,5,1,0,1,1,1,1,0,1,406,45,95
2695,Mission Hill,multifamily,2.0,1.0,25,9,8,8,Lowest,21,3,1,0,0,1,1,0,0,0,294,33,54
1900,Mission Hill,multifamily,1.0,1.0,26,8,9,9,Moderate,23,1,0,0,0,0,0,1,1,1,381,42,86
1895,Mission Hill,multifamily,1.0,1.0,21,7,7,7,Lowest,21,5,1,0,1,1,1,1,0,0,319,34,64
2000,Mission Hill,multifamily,1.0,1.0,26,8,9,9,Moderate,23,1,0,0,0,0,0,1,0,0,381,42,86
2450,Mission Hill,multifamily,2.0,1.0,33,11,11,11,Lowest,23,0,0,0,0,0,0,0,0,0,378,44,83
3900,Mission Hill,multifamily,4.0,1.5,27,9,9,9,Lowest,23,5,1,0,1,1,1,1,0,0,339,39,70
4200,Mission Hill,multifamily,4.0,1.0,24,8,8,8,Lowest,23,0,0,0,0,0,0,0,1,0,346,46,80
4100,Mission Hill,multifamily,4.0,1.0,33,11,11,11,Lowest,23,0,0,0,0,0,0,0,1,0,378,44,83
3650,Mission Hill,multifamily,4.0,1.0,18,6,6,6,Moderate,23,3,1,0,1,0,0,1,1,0,406,45,95
900,Mission Hill,multifamily,5.0,2.0,28,10,9,9,Lowest,23,2,1,0,1,0,0,0,1,1,326,45,68
3800,Mission Hill,multifamily,4.0,1.5,27,9,9,9,Lowest,23,5,1,0,1,1,1,1,0,0,339,39,70
4000,Mission Hill,multifamily,4.0,1.0,22,8,7,7,Lowest,23,0,0,0,0,0,0,0,1,0,346,46,80
3100,Mission Hill,multifamily,3.0,2.0,22,8,7,7,Low,23,2,0,0,1,0,0,1,1,1,388,47,91
4200,Mission Hill,multifamily,4.0,1.0,24,8,8,8,Lowest,23,2,1,0,1,0,0,0,0,0,346,46,80
4200,Mission Hill,multifamily,4.0,1.0,24,8,8,8,Lowest,23,5,1,0,1,1,1,1,1,1,346,46,80
5500,Mission Hill,multifamily,5.0,2.0,28,10,9,9,Lowest,23,5,1,1,1,1,1,0,1,0,343,43,72
5200,Mission Hill,multifamily,4.0,2.0,20,6,7,7,Low,23,0,0,0,0,0,0,0,1,0,420,46,101
2600,Mission Hill,multifamily,2.0,1.0,20,6,7,7,Low,23,5,1,0,1,1,1,1,1,0,398,46,89
2700,Mission Hill,multifamily,2.0,1.0,26,8,9,9,Moderate,23,1,0,0,0,0,0,1,1,0,381,42,86
2695,Mission Hill,multifamily,2.0,1.0,23,7,8,8,Low,23,0,0,0,0,0,0,0,0,0,423,45,96
2650,Mission Hill,multifamily,2.0,1.0,29,9,10,10,Low,23,5,1,0,1,1,1,1,0,0,383,44,88
3100,Mission Hill,multifamily,3.0,1.5,20,6,7,7,Low,23,3,1,0,0,1,1,0,0,0,398,46,89
3000,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,2,0,0,1,0,0,1,0,1,343,45,76
5000,Mission Hill,multifamily,5.0,2.0,28,10,9,9,Lowest,23,6,1,1,1,1,1,1,1,1,343,43,72
5800,Mission Hill,multifamily,5.0,2.0,23,7,8,8,Low,23,5,1,0,1,1,1,1,1,1,339,35,70
4500,Mission Hill,multifamily,4.0,1.0,22,8,7,7,Lowest,23,4,1,0,1,1,1,0,0,1,346,46,80
4700,Mission Hill,multifamily,5.0,2.0,20,8,6,6,Moderate,23,4,1,0,0,1,1,1,0,0,388,47,91
4950,Mission Hill,multifamily,5.0,2.0,20,8,6,6,Moderate,23,5,1,0,1,1,1,1,0,0,388,47,91
6000,Mission Hill,multifamily,5.0,2.5,27,9,9,9,Low,21,5,1,0,1,1,1,1,1,0,339,39,70
3499,Mission Hill,multifamily,3.0,1.0,20,6,7,7,Low,23,0,0,0,0,0,0,0,0,0,398,46,89
3450,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,3,1,0,0,1,1,0,1,0,345,47,77
3450,Mission Hill,multifamily,3.0,1.0,33,11,11,11,Lowest,23,3,1,0,0,1,1,0,0,0,378,44,83
4195,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,21,3,1,0,0,1,1,0,1,0,298,34,59
3550,Mission Hill,multifamily,3.0,1.0,21,7,7,7,Low,23,5,1,1,1,1,1,0,1,0,398,46,89
2150,Mission Hill,multifamily,1.0,1.0,26,8,9,9,Moderate,23,4,1,0,0,1,1,1,0,0,381,42,86
2200,Mission Hill,multifamily,1.0,1.0,26,8,9,9,Moderate,23,0,0,0,0,0,0,0,0,0,381,42,86
5500,Mission Hill,multifamily,7.0,2.0,27,9,9,9,Lowest,23,5,1,0,1,1,1,1,1,0,305,39,61
3300,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,23,3,1,0,0,1,1,0,0,0,329,44,71
3300,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,23,5,1,0,1,1,1,1,1,1,329,44,71
3300,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,23,5,1,0,1,1,1,1,1,1,329,44,71
3300,Mission Hill,multifamily,3.0,1.0,27,9,9,9,Lowest,23,3,1,0,0,1,1,0,0,0,339,39,70
3300,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,5,1,0,1,1,1,1,1,1,326,45,68
4400,Mission Hill,multifamily,4.0,1.0,31,11,10,10,Lowest,23,5,1,0,1,1,1,1,0,0,343,43,76
5100,Mission Hill,multifamily,5.0,2.0,20,8,6,6,Lowest,23,0,0,0,0,0,0,0,1,0,337,46,76
2645,Mission Hill,multifamily,2.0,1.0,21,7,7,7,Low,23,0,0,0,0,0,0,0,1,0,447,46,108
5600,Mission Hill,multifamily,5.0,2.0,23,7,8,8,Low,23,5,1,0,1,1,1,1,0,1,339,35,70
5600,Mission Hill,multifamily,5.0,2.0,23,7,8,8,Low,23,0,0,0,0,0,0,0,1,0,339,35,70
3450,Mission Hill,multifamily,3.0,1.0,33,11,11,11,Lowest,23,0,0,0,0,0,0,0,1,0,378,44,83
4300,Mission Hill,multifamily,4.0,2.0,16,6,5,5,Moderate,23,3,1,0,0,1,1,0,1,1,388,47,91
3550,Mission Hill,multifamily,3.0,1.0,21,7,7,7,Low,23,0,0,0,0,0,0,0,1,0,398,46,89
3500,Mission Hill,multifamily,3.0,1.0,33,11,11,11,Lowest,23,0,0,0,0,0,0,0,1,0,343,43,76
4200,Mission Hill,multifamily,4.0,2.0,23,7,8,8,Low,21,5,1,0,1,1,1,1,1,0,339,35,70
4195,Mission Hill,multifamily,4.0,2.0,25,9,8,8,Lowest,21,1,0,0,0,0,0,1,1,1,298,34,59
4200,Mission Hill,multifamily,4.0,2.0,29,11,9,9,Low,23,0,0,0,0,0,0,0,0,0,276,41,42
4195,Mission Hill,multifamily,4.0,2.0,25,9,8,8,Lowest,21,5,1,0,1,1,1,1,0,0,298,34,59
3700,Mission Hill,multifamily,3.0,1.0,29,11,9,9,Lowest,23,0,0,0,0,0,0,0,1,0,279,43,45
3800,Mission Hill,multifamily,3.0,1.0,20,8,6,6,Lowest,23,2,0,1,0,0,0,1,0,0,337,46,76
3800,Mission Hill,multifamily,4.0,1.5,27,9,9,9,Lowest,23,0,0,0,0,0,0,0,1,0,339,39,70
4200,Mission Hill,multifamily,3.0,1.0,31,11,10,10,Lowest,23,3,1,0,0,1,1,0,0,0,343,43,76
2600,Mission Hill,multifamily,2.0,1.0,26,8,9,9,Moderate,21,2,0,1,0,0,0,1,1,0,381,42,86
2650,Mission Hill,multifamily,2.0,1.0,27,9,9,9,Lowest,23,5,1,0,1,1,1,1,1,1,312,36,64
4195,Mission Hill,multifamily,4.0,2.0,25,9,8,8,Lowest,21,3,1,0,0,1,1,0,1,0,298,34,59
3300,Mission Hill,multifamily,3.0,1.0,27,9,9,9,Lowest,23,2,0,0,1,0,0,1,1,0,319,40,63
5100,Mission Hill,multifamily,5.0,2.0,20,8,6,6,Lowest,23,4,1,0,1,1,1,0,1,1,338,46,77
