rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
2299,Hyde Park,multifamily,3.0,1.0,2,1,0,1,Lowest,76,1,1,0,0,0,0,0,1,0,51,11,3,https://www.trulia.com/p/ma/boston/5-linden-ave-3-boston-ma-02136--2285578824
3100,East Boston,multifamily,4.0,1.0,8,4,2,2,Lowest,41,2,0,0,1,0,0,1,0,1,65,7,11,https://www.trulia.com/p/ma/boston/746-bennington-st-3-boston-ma-02128--2174005411
3600,Roxbury,multifamily,3.0,2.0,18,6,6,6,Low,53,5,1,0,1,1,1,1,1,1,348,43,63,https://www.trulia.com/p/ma/boston/17-highland-st-2-boston-ma-02119--2353574752
1950,Roxbury,multifamily,3.0,1.0,8,4,2,2,Moderate,53,0,0,0,0,0,0,0,1,0,122,27,13,https://www.trulia.com/p/ma/boston/48-fowler-st-1-boston-ma-02121--2431508797
1150,South Boston,apartment,1.0,1.0,15,5,5,5,Lowest,53,2,0,0,1,1,0,0,1,0,236,50,74,https://www.trulia.com/rental/9001707659-Apartment-South-Boston-MA-02127
3600,Jamaica Plain,multifamily,4.0,2.0,25,9,8,8,Lowest,21,5,1,0,1,1,1,1,0,0,306,34,61,https://www.trulia.com/p/ma/boston/878-huntington-ave-3-boston-ma-02115--2171825438
2300,East Boston,multifamily,2.0,1.0,6,2,2,2,Lowest,41,5,1,0,1,1,1,1,0,0,150,28,30,https://www.trulia.com/p/ma/boston/8-curtis-st-3-boston-ma-02128--2443988451
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,0,0,64,17,13,https://www.trulia.com/p/ma/boston/341-gallivan-blvd-5-boston-ma-02124--2171828977
2600,East Boston,multifamily,3.0,1.0,11,5,3,3,Lowest,41,3,1,0,0,1,1,0,1,0,284,36,104,https://www.trulia.com/p/ma/boston/145-cottage-st-3-boston-ma-02128--2295906249
3200,Roxbury,multifamily,4.0,1.0,15,5,5,5,Lowest,53,3,1,0,0,1,1,0,0,0,340,50,59,https://www.trulia.com/p/ma/boston/29-lambert-st-8-boston-ma-02119--2001458765
3795,Roslindale,multifamily,2.0,2.0,10,4,3,3,Moderate,66,3,1,0,0,1,1,0,1,0,78,17,17,https://www.trulia.com/p/ma/boston/32-cummins-hwy-boston-ma-02131--1151047526
2700,Jamaica Plain,multifamily,3.0,1.0,25,9,8,8,Lowest,42,5,1,0,1,1,1,1,0,0,290,36,55,https://www.trulia.com/p/ma/boston/30-s-huntington-ave-3-boston-ma-02130--2171823116
1750,Mattapan,multifamily,3.0,1.0,4,2,1,1,Low,59,0,0,0,0,0,0,0,1,0,61,13,11,https://www.trulia.com/p/ma/boston/85-river-st-2-boston-ma-02126--2001510929
3400,South Boston,multifamily,3.0,1.0,18,6,6,6,Lowest,53,5,1,0,1,1,1,1,0,1,372,75,115,https://www.trulia.com/p/ma/boston/99-f-st-3-boston-ma-02127--2185963454
2300,Roslindale,multifamily,2.0,1.0,7,3,2,2,Highest,66,3,1,0,1,0,0,1,1,0,78,16,16,https://www.trulia.com/p/ma/roslindale/address-not-disclosed-roslindale-ma-02131--2001561212
2600,Mattapan,multifamily,3.0,1.0,5,3,2,0,Highest,59,1,1,0,0,0,0,0,1,1,70,17,5,https://www.trulia.com/p/ma/boston/40-deering-rd-3a-boston-ma-02126--2474979341
2700,Roslindale,multifamily,3.0,2.0,3,2,1,0,Lowest,66,2,0,0,1,0,0,1,1,1,69,19,19,https://www.trulia.com/p/ma/boston/3977-washington-st-1-boston-ma-02131--2171568150
2950,Back Bay/ Beacon Hill,multifamily,2.0,1.0,6,2,2,2,Low,21,5,1,0,1,1,1,1,1,1,684,70,235,https://www.trulia.com/p/ma/boston/38-clearway-st-6-boston-ma-02115--2345839263
1950,Hyde Park,multifamily,2.0,1.0,5,3,1,1,Lowest,76,5,1,0,1,1,1,1,1,0,41,8,3,https://www.trulia.com/p/ma/boston/75-sunnyside-st-1-boston-ma-02136--2124400298
4570,South Boston,condo,2.0,2.0,3,1,1,1,Lowest,42,3,1,0,0,1,1,0,1,1,617,73,224,https://www.trulia.com/c/ma/boston/waterside-place-by-windsor-505-congress-st-boston-ma-02210--2001864521
2400,Roslindale,singlefamily,3.0,2.0,2,2,0,0,Lowest,66,2,0,0,1,0,0,1,1,0,80,16,15,https://www.trulia.com/p/ma/boston/265-cornell-st-boston-ma-02131--2445704323
3370,Jamaica Plain,multifamily,3.0,1.0,10,4,3,3,Lowest,42,5,1,0,1,1,1,1,0,1,110,24,21,https://www.trulia.com/p/ma/boston/9-cornwall-st-2-boston-ma-02130--2284764118
3200,Central,multifamily,1.0,1.0,6,2,2,2,Lowest,23,2,1,1,0,0,0,0,1,0,892,111,347,https://www.trulia.com/p/ma/boston/85-e-india-row-32e-boston-ma-02110--2088316831
3150,East Boston,multifamily,3.0,1.0,11,7,4,0,Low,41,4,1,0,1,1,1,0,0,1,285,38,99,https://www.trulia.com/p/ma/boston/101-chelsea-st-3-boston-ma-02128--2177248306
2700,East Boston,multifamily,3.0,1.0,7,5,2,0,High,41,4,1,1,0,1,1,0,1,1,409,58,166,https://www.trulia.com/p/ma/boston/43-gove-st-2-boston-ma-02128--2171498984
3200,Roxbury,multifamily,4.0,1.0,15,5,5,5,Lowest,53,5,1,0,1,1,1,1,0,1,340,50,59,https://www.trulia.com/p/ma/boston/29-lambert-st-2-boston-ma-02119--2001458756
2750,Hyde Park,multifamily,2.0,1.0,11,5,3,3,Lowest,20,2,1,0,1,0,0,0,1,0,38,9,3,https://www.trulia.com/p/ma/boston/5-n-margin-st-3f-boston-ma-02113--2463042025
4390,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,5,1,0,1,1,1,1,1,1,148,30,18,https://www.trulia.com/p/ma/boston/260-washington-st-3604-boston-ma-02108--2455432394
2400,Roslindale,multifamily,2.0,1.0,12,4,4,4,Lowest,66,2,0,0,1,0,0,1,0,1,66,17,14,https://www.trulia.com/p/ma/boston/50-jewett-st-2-boston-ma-02131--2181114006
2025,West Roxbury,multifamily,2.0,1.0,4,2,1,1,Lowest,83,2,1,1,0,0,0,0,1,1,43,9,2,https://www.trulia.com/p/ma/west-roxbury/1461-vfw-pkwy-c48-west-roxbury-ma-02132--2445592501
3000,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,3,1,0,0,1,1,0,1,0,644,65,220,https://www.trulia.com/p/ma/boston/16-westland-ave-5-boston-ma-02115--2171809325
3200,Dorchester,multifamily,4.0,2.5,17,5,6,6,Lowest,54,6,1,1,1,1,1,1,1,1,132,27,19,https://www.trulia.com/p/ma/dorchester-center/60-roslin-st-dorchester-center-ma-02124--2001494032
2100,Allston,multifamily,2.0,1.0,23,7,8,8,Low,31,4,1,0,0,1,1,1,1,1,327,40,70,https://www.trulia.com/p/ma/boston/1189-commonwealth-ave-20-boston-ma-02134--2171640917
1700,Mattapan,multifamily,1.0,1.0,7,3,2,2,Lowest,59,5,1,0,1,1,1,1,1,0,87,18,15,https://www.trulia.com/p/ma/boston/48-oakridge-st-3-boston-ma-02126--2172066838
3300,Mission Hill,multifamily,3.0,1.0,25,9,8,8,Lowest,23,3,1,0,0,1,1,0,0,0,329,44,71,https://www.trulia.com/p/ma/roxbury-crossing/74-hillside-st-2-roxbury-crossing-ma-02120--2171577747
3750,Jamaica Plain,multifamily,3.0,1.0,25,9,8,8,Low,42,5,1,0,1,1,1,1,0,1,195,35,29,https://www.trulia.com/p/ma/boston/68-day-st-3-boston-ma-02130--2282939335
2550,Roslindale,multifamily,3.0,2.0,7,3,2,2,Lowest,66,3,0,1,1,0,0,1,1,0,84,19,15,https://www.trulia.com/p/ma/boston/153-cornell-st-2-boston-ma-02131--2173018667
2000,Dorchester,multifamily,2.0,1.5,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,1,0,64,17,13,https://www.trulia.com/p/ma/boston/341-gallivan-blvd-2-boston-ma-02124--2122919302
2200,Central,multifamily,1.0,1.0,3,1,1,1,Low,18,2,1,1,0,0,0,0,1,0,1087,140,421,https://www.trulia.com/rental/4064402837-100-Tyler-St-1-Boston-MA-02111
2600,Roxbury,multifamily,1.0,1.0,7,1,3,3,Highest,53,3,1,0,0,1,1,0,1,0,490,81,139,https://www.trulia.com/p/ma/boston/10-williams-st-24-boston-ma-02119--2001454986
750,Roxbury,multifamily,1.0,0.0,19,11,4,4,High,53,1,0,0,0,0,0,1,1,0,187,54,20,https://www.trulia.com/rental/4078980614-338-Warren-St-R3898-Boston-MA-02119
2350,Dorchester,multifamily,2.0,1.0,8,4,2,2,Lowest,55,1,1,0,0,0,0,0,1,1,159,39,21,https://www.trulia.com/p/ma/dorchester/14-pearl-st-7-dorchester-ma-02125--2476882571
2300,Mattapan,multifamily,2.0,1.0,20,8,6,6,Low,59,0,0,0,0,0,0,0,1,0,66,13,9,https://www.trulia.com/p/ma/boston/161-delhi-st-2-boston-ma-02126--2441812604
2600,Hyde Park,multifamily,1.0,1.0,6,2,2,2,Lowest,21,1,1,0,0,0,0,0,1,0,36,7,4,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2197048019
1695,West Roxbury,multifamily,1.0,1.0,0,0,0,0,Lowest,83,1,1,0,0,0,0,0,1,1,59,12,6,https://www.trulia.com/p/ma/west-roxbury/4837-washington-st-1-west-roxbury-ma-02132--2433186175
1775,East Boston,multifamily,1.0,1.0,2,2,0,0,Lowest,41,0,0,0,0,0,0,0,1,0,55,8,10,https://www.trulia.com/p/ma/boston/10-breed-st-3-boston-ma-02128--2001521895
1850,Hyde Park,apartment,2.0,1.0,2,1,0,1,Low,76,3,1,1,0,0,0,1,1,1,49,10,3,https://www.trulia.com/c/ma/boston/731-river-st-731-river-st-boston-ma-02136--1045757506
2600,Roslindale,multifamily,3.0,2.0,7,3,2,2,Lowest,66,4,1,1,0,1,1,0,1,1,73,19,13,https://www.trulia.com/p/ma/roslindale/address-not-disclosed-roslindale-ma-02131--2462641025
2450,Hyde Park,multifamily,3.0,1.0,4,1,0,3,Lowest,76,1,1,0,0,0,0,0,1,1,58,13,5,https://www.trulia.com/p/ma/hyde-park/911-hyde-park-ave-2-hyde-park-ma-02136--2424610440
3200,Jamaica Plain,multifamily,4.0,1.0,26,10,8,8,Low,42,2,0,0,1,0,0,1,1,0,187,32,29,https://www.trulia.com/p/ma/boston/381-centre-st-2-boston-ma-02130--2001547638
4000,Mattapan,multifamily,9.0,3.0,14,6,4,4,Low,54,5,1,0,1,1,1,1,1,0,88,19,11,https://www.trulia.com/p/ma/boston/98-selden-st-1-boston-ma-02124--2468646783
2000,Jamaica Plain,multifamily,1.0,1.0,23,9,7,7,Low,42,5,1,0,1,1,1,1,0,0,190,33,29,https://www.trulia.com/p/ma/boston/50-evergreen-st-16-boston-ma-02130--2173945003
750,Dorchester,multifamily,4.0,1.0,19,7,6,6,High,63,2,0,0,1,0,0,1,1,0,153,33,17,https://www.trulia.com/rental/4067668462-29-Ridgewood-St-Dorchester-MA-02122
2500,Roslindale,multifamily,2.0,1.0,2,2,0,0,Lowest,66,3,1,0,0,1,1,0,1,0,84,18,16,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02131--2332987363
3650,East Boston,multifamily,4.0,2.0,11,7,4,0,Low,41,5,1,0,1,1,1,1,0,1,225,32,69,https://www.trulia.com/p/ma/boston/155-chelsea-st-3-boston-ma-02128--2178309349
3075,East Boston,multifamily,4.0,1.0,2,2,0,0,Lowest,41,4,1,0,1,1,1,0,0,1,48,8,10,https://www.trulia.com/p/ma/boston/17-breed-st-2-boston-ma-02128--2443819049
1750,Roslindale,multifamily,2.0,1.0,3,3,0,0,Lowest,66,1,0,0,0,0,0,1,1,0,83,18,15,https://www.trulia.com/p/ma/boston/41-averton-st-3-boston-ma-02131--2353137623
3500,West Roxbury,multifamily,2.0,1.0,2,1,1,0,Lowest,83,2,0,0,1,0,0,1,1,0,46,8,4,https://www.trulia.com/p/ma/boston/32-potomac-st-32-boston-ma-02132--2469876614
2313,Fenway,multifamily,1.0,1.0,3,1,1,1,Moderate,21,0,0,0,0,0,0,0,1,1,672,61,221,https://www.trulia.com/p/ma/boston/52-edgerly-rd-10-boston-ma-02115--2453373129
1800,Mattapan,multifamily,2.0,1.0,10,4,3,3,Lowest,59,1,1,0,0,0,0,0,1,1,54,11,5,https://www.trulia.com/p/ma/mattapan/430-river-st-mattapan-ma-02126--1049896724
2350,Dorchester,multifamily,3.0,1.0,15,5,5,5,Highest,63,5,1,0,1,1,1,1,1,0,133,33,18,https://www.trulia.com/p/ma/boston/117-park-st-1-boston-ma-02122--2001475707
2800,Mattapan,multifamily,2.0,1.0,20,8,6,6,Low,59,1,1,0,0,0,0,0,1,1,82,20,10,https://www.trulia.com/p/ma/mattapan/480-norfolk-st-6-mattapan-ma-02126--2442016631
3200,Allston,multifamily,4.0,1.0,31,9,11,11,Lowest,31,1,1,0,0,0,0,0,1,0,291,37,61,https://www.trulia.com/p/ma/allston/74-hano-st-74-allston-ma-02134--2175483720
2600,Mattapan,multifamily,1.0,1.0,4,2,1,1,Lowest,54,4,1,1,0,1,1,0,1,1,42,12,12,https://www.trulia.com/p/ma/boston/1241-adams-st-313-boston-ma-02124--2173626896
3400,Roxbury,multifamily,5.0,2.0,8,2,3,3,Moderate,53,1,1,0,0,0,0,0,1,0,132,27,16,https://www.trulia.com/p/ma/dorchester/408-seaver-st-202-dorchester-ma-02121--2452451446
1000,Roslindale,multifamily,3.0,1.5,4,3,1,0,Lowest,66,3,1,0,0,1,1,0,1,0,79,18,15,https://www.trulia.com/rental/4065247681-Multi-Family-Home-Roslindale-MA-02131
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,4,1,1,0,1,1,0,1,0,64,17,13,https://www.trulia.com/p/ma/dorchester-center/address-not-disclosed-dorchester-center-ma-02124--2478700146
2745,West Roxbury,multifamily,3.0,1.0,5,3,2,0,Lowest,83,5,1,0,1,1,1,1,1,0,61,15,8,https://www.trulia.com/p/ma/boston/23-hastings-st-1-boston-ma-02132--2122235865
1800,Mattapan,multifamily,2.0,1.0,14,6,4,4,Low,54,1,1,0,0,0,0,0,1,0,87,21,12,https://www.trulia.com/p/ma/dorchester-center/301-fuller-st-dorchester-center-ma-02124--1049887470
3000,Roxbury,multifamily,3.0,1.0,15,7,4,4,Lowest,53,3,1,0,0,1,1,0,1,0,295,53,47,https://www.trulia.com/p/ma/boston/25-thornton-st-1-boston-ma-02119--2001458080
2250,Dorchester,multifamily,3.0,1.0,15,5,5,5,Low,54,3,1,0,0,1,1,0,1,0,98,22,17,https://www.trulia.com/p/ma/dorchester/91-fuller-st-3-dorchester-ma-02124--2172601023
2300,Mattapan,multifamily,4.0,2.0,7,4,3,0,Moderate,59,1,1,0,0,0,0,0,1,1,72,17,5,https://www.trulia.com/p/ma/mattapan/15-woolson-st-2-mattapan-ma-02126--2391167023
1990,West Roxbury,multifamily,2.0,1.0,8,4,2,2,Lowest,83,3,0,1,1,0,0,1,0,0,48,8,5,https://www.trulia.com/p/ma/boston/5118-washington-st-3-boston-ma-02132--2181198767
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,2,0,0,1,0,0,1,0,0,613,84,194,https://www.trulia.com/p/ma/roxbury-crossing/96-hammond-st-1-roxbury-crossing-ma-02120--2304139028
2200,Dorchester,multifamily,2.0,1.0,15,5,5,5,Moderate,63,1,0,0,0,0,0,1,1,1,141,30,15,https://www.trulia.com/p/ma/boston/38-linden-st-boston-ma-02122--1001555299
2600,Allston,multifamily,3.0,1.0,21,7,7,7,Lowest,31,3,1,0,0,1,1,0,0,0,330,46,70,https://www.trulia.com/p/ma/boston/34-brainerd-rd-3-boston-ma-02134--2171568235
950,Dorchester,multifamily,1.0,1.0,11,5,3,3,Moderate,54,2,0,0,1,1,0,0,1,0,139,36,19,https://www.trulia.com/rental/4078744549-Multi-Family-Home-Boston-MA-02124
2000,Allston,multifamily,2.0,1.0,23,7,8,8,Low,31,0,0,0,0,0,0,0,0,0,304,39,66,https://www.trulia.com/p/ma/boston/36-linden-st-18-boston-ma-02134--2480700082
3675,Hyde Park,multifamily,3.0,1.0,11,5,3,3,Lowest,20,2,1,0,1,0,0,0,1,0,38,9,3,https://www.trulia.com/p/ma/boston/5-n-margin-st-5-boston-ma-02113--2184211661
775,Dorchester,multifamily,1.0,0.0,13,5,4,4,Lowest,55,0,0,0,0,0,0,0,0,0,179,37,22,https://www.trulia.com/rental/4082850769-19-Peverell-St-R4076-Boston-MA-02125
2200,Roxbury,multifamily,3.0,1.0,17,5,6,6,Low,53,3,1,0,1,0,0,1,1,0,164,38,19,https://www.trulia.com/p/ma/boston/23-gaston-st-1-boston-ma-02121--2359041513
2500,Dorchester,multifamily,2.0,2.0,18,6,6,6,Low,63,4,1,1,0,1,1,0,1,0,112,24,17,https://www.trulia.com/p/ma/boston/411-adams-st-2-boston-ma-02122--2462668792
3000,Mattapan,multifamily,4.0,1.0,13,5,4,4,Lowest,59,0,0,0,0,0,0,0,1,0,61,12,8,https://www.trulia.com/p/ma/boston/17-19-crossman-st-17-boston-ma-02126--2468538826
1800,Hyde Park,multifamily,1.0,1.0,3,2,0,1,Low,76,4,1,1,1,0,0,1,1,1,43,10,3,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02136--2001629352
2500,South Boston,multifamily,2.0,1.0,14,6,4,4,Lowest,53,1,1,0,0,0,0,0,1,0,108,22,46,https://www.trulia.com/p/ma/boston/688-e-7th-st-1-boston-ma-02127--2356135595
2000,Allston,multifamily,2.0,1.0,21,7,7,7,Lowest,31,5,1,0,1,1,1,1,0,1,352,41,81,https://www.trulia.com/p/ma/boston/7-hooker-st-1-boston-ma-02134--2443002844
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,4,1,1,0,1,1,0,1,0,64,17,13,https://www.trulia.com/p/ma/dorchester-center/341-gallivan-blvd-5-dorchester-center-ma-02124--2171828977
2200,Hyde Park,multifamily,2.0,1.0,5,1,0,4,Lowest,76,1,1,0,0,0,0,0,1,0,50,9,4,https://www.trulia.com/p/ma/hyde-park/493-huntington-ave-16-hyde-park-ma-02136--2001631894
3900,Allston,multifamily,5.0,2.0,25,7,9,9,Lowest,31,0,0,0,0,0,0,0,0,0,308,40,66,https://www.trulia.com/p/ma/boston/108-allston-st-a-boston-ma-02134--2171569168
7500,Central,multifamily,2.0,2.5,7,5,1,1,Highest,18,2,1,1,0,0,0,0,1,1,1074,126,407,https://www.trulia.com/p/ma/boston/151-tremont-st-9ff-boston-ma-02111--2467636582
2500,Dorchester,multifamily,3.0,1.0,18,6,6,6,Moderate,63,0,0,0,0,0,0,0,1,0,153,32,18,https://www.trulia.com/p/ma/boston/19-bentham-rd-1-boston-ma-02122--2356235579
2495,Dorchester,multifamily,3.0,1.0,13,5,4,4,Lowest,55,1,1,0,0,0,0,0,1,0,173,38,21,https://www.trulia.com/p/ma/dorchester/15-rowell-st-6-dorchester-ma-02125--2480451426
5000,Mission Hill,multifamily,4.0,2.0,23,7,8,8,Low,23,3,1,0,0,1,1,0,1,1,423,45,96,https://www.trulia.com/p/ma/boston/1-wigglesworth-st-1-boston-ma-02120--2171453214
4200,South Boston,multifamily,4.0,2.0,15,5,5,5,Low,53,3,1,0,1,0,0,1,1,0,259,55,86,https://www.trulia.com/p/ma/south-boston/7-glover-ct-1-south-boston-ma-02127--2171577414
650,Hyde Park,multifamily,1.0,0.0,7,3,2,2,Lowest,76,2,0,0,1,0,0,1,1,0,48,9,4,https://www.trulia.com/rental/4044094249-40-Raldne-Rd-Hyde-Park-MA-02136
2450,Roslindale,multifamily,3.0,1.0,12,4,4,4,Lowest,66,1,1,0,0,0,0,0,1,0,66,17,14,https://www.trulia.com/p/ma/boston/50-jewett-st-boston-ma-02131--1051391118
3050,East Boston,multifamily,4.0,1.0,15,7,4,4,Lowest,41,5,1,0,1,1,1,1,0,0,226,35,61,https://www.trulia.com/p/ma/boston/261-havre-st-3-boston-ma-02128--2171808489
3100,Allston,multifamily,3.0,1.0,14,4,5,5,Lowest,31,0,0,0,0,0,0,0,0,0,326,41,68,https://www.trulia.com/p/ma/allston/1139-commonwealth-ave-15-allston-ma-02134--2172568791
4800,Fenway,multifamily,3.0,1.0,3,1,1,1,Low,21,2,0,0,1,0,0,1,1,1,635,60,196,https://www.trulia.com/p/ma/boston/59-hemenway-st-4-boston-ma-02115--2001428894
1900,Hyde Park,multifamily,2.0,1.0,14,6,4,4,Lowest,76,0,0,0,0,0,0,0,1,0,37,8,3,https://www.trulia.com/p/ma/boston/1409-river-st-28-boston-ma-02136--2001626164
2895,Hyde Park,multifamily,2.0,1.0,11,5,3,3,Lowest,20,1,1,0,0,0,0,0,1,0,38,9,3,https://www.trulia.com/p/ma/boston/5-n-margin-st-7-boston-ma-02113--2175014556
1850,Dorchester,multifamily,2.0,1.0,8,5,3,0,Moderate,54,0,0,0,0,0,0,0,1,0,139,32,15,https://www.trulia.com/p/ma/dorchester-center/39-bradlee-st-3-dorchester-center-ma-02124--2480494554
4200,Dorchester,multifamily,4.0,2.0,12,4,4,4,Moderate,63,5,1,0,1,1,1,1,1,0,140,37,19,https://www.trulia.com/p/ma/boston/2-faulkner-cir-1-boston-ma-02122--2399954339
3300,Hyde Park,multifamily,3.0,1.0,11,5,3,3,Lowest,20,0,0,0,0,0,0,0,1,0,38,9,3,https://www.trulia.com/p/ma/boston/5-n-margin-st-9-boston-ma-02113--2175014559
850,Hyde Park,singlefamily,3.0,1.0,6,2,2,2,Lowest,76,2,1,1,0,0,0,0,1,1,48,9,3,https://www.trulia.com/rental/4071324134-Single-Family-Home-Hyde-Park-MA-02136
3400,Mission Hill,multifamily,4.0,1.0,23,7,8,8,Lowest,21,5,1,0,1,1,1,1,1,1,339,35,70,https://www.trulia.com/p/ma/boston/2-shepherd-ave-1-boston-ma-02115--2171482099
3700,Dorchester,multifamily,4.0,1.0,18,8,5,5,Moderate,55,5,1,0,1,1,1,1,0,0,174,38,21,https://www.trulia.com/p/ma/boston/46-glendale-st-1-boston-ma-02125--2334189474
2670,Dorchester,multifamily,4.0,1.0,14,4,5,5,Highest,63,0,0,0,0,0,0,0,1,0,118,29,18,https://www.trulia.com/p/ma/dorchester/address-not-disclosed-dorchester-ma-02122--2476960286
2300,East Boston,multifamily,3.0,1.0,12,8,4,0,Low,41,3,1,0,0,1,1,0,0,0,285,38,99,https://www.trulia.com/p/ma/boston/132-bremen-st-boston-ma-02128--2001522841
2600,Allston,multifamily,3.0,1.0,15,5,5,5,Low,31,0,0,0,0,0,0,0,0,0,299,38,63,https://www.trulia.com/p/ma/boston/13-higgins-st-boston-ma-02134--1001469257
2999,South Boston,multifamily,5.0,2.0,19,7,6,6,Lowest,53,3,1,0,1,0,0,1,1,0,215,54,74,https://www.trulia.com/p/ma/boston/15-linden-st-6-a-boston-ma-02127--2480172709
850,Dorchester,multifamily,1.0,0.0,16,6,5,5,Moderate,54,1,0,0,0,0,0,1,0,1,157,37,22,https://www.trulia.com/rental/4078642571-9-Vinson-St-R3777-Boston-MA-02124
2625,East Boston,multifamily,3.0,2.0,8,4,2,2,Lowest,41,0,0,0,0,0,0,0,1,0,162,38,32,https://www.trulia.com/p/ma/boston/136-falcon-st-1-e-boston-ma-02128--2470984405
900,Dorchester,multifamily,1.0,0.0,12,6,3,3,Low,63,4,1,0,0,1,1,1,1,1,168,34,20,https://www.trulia.com/rental/4078841495-342-Bowdoin-St-R3844-Boston-MA-02122
750,Roslindale,multifamily,1.0,1.0,8,4,2,2,Lowest,66,2,1,1,0,0,0,0,1,0,82,19,14,https://www.trulia.com/rental/3175044281-6-Hayes-Rd-Boston-MA-02131
2320,Mattapan,multifamily,2.0,1.0,20,8,6,6,Low,59,1,0,0,0,0,0,1,0,1,75,20,9,https://www.trulia.com/p/ma/mattapan/70-astoria-st-5-mattapan-ma-02126--2428099145
4200,Charlestown,multifamily,2.0,2.0,5,1,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,210,35,61,https://www.trulia.com/p/ma/boston/380-bunker-hill-st-107-boston-ma-02129--2288805590
3900,South Boston,multifamily,4.0,1.0,13,5,4,4,Moderate,53,3,1,0,0,1,1,0,1,0,242,50,73,https://www.trulia.com/p/ma/south-boston/13-carpenter-st-202-south-boston-ma-02127--2451961095
2000,West Roxbury,multifamily,1.0,1.0,9,3,3,3,Lowest,77,2,0,0,1,0,0,1,1,0,28,5,3,https://www.trulia.com/p/ma/boston/50-56-broadlawn-park-211-boston-ma-02467--2171828339
1600,South Boston,multifamily,1.0,1.0,11,5,3,3,Lowest,53,1,1,0,0,0,0,0,1,0,143,27,60,https://www.trulia.com/p/ma/south-boston/286-k-st-b-south-boston-ma-02127--2356628147
3400,Allston,multifamily,4.0,1.0,17,5,6,6,Lowest,31,3,1,0,0,1,1,0,1,0,329,43,70,https://www.trulia.com/p/ma/boston/12-royce-rd-3-boston-ma-02134--2001579218
2400,Hyde Park,multifamily,3.0,1.0,10,4,3,3,Lowest,76,1,0,0,0,0,0,1,0,1,36,9,3,https://www.trulia.com/p/ma/boston/7-easton-ave-1-boston-ma-02136--2441589335
3900,Dorchester,multifamily,5.0,1.0,18,8,5,5,Moderate,55,5,1,0,1,1,1,1,0,0,174,38,21,https://www.trulia.com/p/ma/boston/46-glendale-st-2-boston-ma-02125--2235267524
3990,Dorchester,multifamily,1.0,1.0,13,5,4,4,Low,20,5,1,0,1,1,1,1,1,0,148,30,18,https://www.trulia.com/p/ma/boston/260-washington-st-2007-boston-ma-02108--2471554424
1900,Hyde Park,multifamily,2.0,1.0,12,4,4,4,Lowest,21,4,1,0,0,1,1,1,1,0,38,8,3,https://www.trulia.com/p/ma/boston/69-harvard-ave-g1-boston-ma-02115--2458557440
2300,Mattapan,multifamily,3.0,1.0,6,3,3,0,Low,59,1,0,0,0,0,0,1,1,0,68,15,4,https://www.trulia.com/p/ma/boston/644-harvard-st-2-boston-ma-02126--2172803660
2195,Allston,multifamily,2.0,1.0,19,7,6,6,Lowest,31,0,0,0,0,0,0,0,0,0,309,40,66,https://www.trulia.com/p/ma/boston/5-walbridge-st-5-boston-ma-02134--2001589806
3250,Dorchester,multifamily,4.0,1.0,14,6,4,4,Moderate,63,1,1,0,0,0,0,0,1,1,166,33,20,https://www.trulia.com/p/ma/dorchester/339-bowdoin-st-1-dorchester-ma-02122--2480180461
1775,West Roxbury,multifamily,1.0,1.0,4,2,1,1,Lowest,83,2,1,1,0,0,0,0,1,1,43,9,2,https://www.trulia.com/p/ma/west-roxbury/1459-vfw-pkwy-b47-west-roxbury-ma-02132--2418038222
2600,Roslindale,multifamily,3.0,2.0,7,3,2,2,Lowest,66,4,1,1,0,1,1,0,1,0,84,19,15,https://www.trulia.com/p/ma/roslindale/153-cornell-st-1-roslindale-ma-02131--2174272680
2650,South Boston,multifamily,3.0,1.0,8,4,4,0,Low,53,1,0,0,1,0,0,0,1,0,268,56,84,https://www.trulia.com/p/ma/south-boston/16-leeds-st-2-south-boston-ma-02127--2171576044
2300,Roxbury,multifamily,2.0,1.0,14,4,5,5,Low,53,0,0,0,0,0,0,0,1,0,157,32,17,https://www.trulia.com/p/ma/boston/19-vaughan-ave-2-boston-ma-02121--2172414798
2300,Roslindale,multifamily,2.0,1.0,6,2,2,2,Lowest,66,3,1,1,1,0,0,0,1,1,81,19,17,https://www.trulia.com/p/ma/roslindale/address-not-disclosed-roslindale-ma-02131--2173291782
